,A18,A19,A20,A21,B18,B19,B20,B21,B22,B24,C18,C19,C21,C22,C23,C24,D18,D19,D20,D21,D22,D24
ENSG00000109475,3.43713765300018,3.5711883259986315,3.5776015799120895,3.5269635037601113,3.4504689484601134,3.446064645974919,3.500433312576166,3.6114098728481503,3.577749777943157,3.6466593640677125,3.4638491976088757,3.531259149147964,3.534009715402109,3.5010306160274465,3.5830547074464265,3.5110086771199676,3.6417367405320364,3.6282616356125303,3.6651134144389976,3.6731514314552824,3.6620831512366645,3.6395015931065937
ENSG00000196230,3.4243210889886595,3.591655679849172,3.522609088978328,3.6606519689607873,3.5984402673433853,3.603791489823093,3.8016914548100624,3.632568750155481,3.588037754595723,3.6466593640677125,3.5771182110888335,3.7118427172553132,3.5076617335668616,3.649585118618695,3.4431081733695916,3.480938683983274,3.544848610896193,3.4021161660300847,3.5210624882059633,3.466961730640276,3.653423454002134,3.613771627017139
ENSG00000196262,3.622584741794119,3.6117125094281857,3.5131423065496845,3.678370833973935,3.4729961018585627,3.479663108305159,3.707716737113905,3.5451066589046327,3.5462351275830586,3.5668726296097595,3.700929755582083,3.54993286914957,3.4621444301419815,3.407845049678704,3.523259746937913,3.554483389656443,3.607580939772933,3.4943942335104805,3.599456675347764,3.6873821006759115,3.5624336183801186,3.6395015931065937
ENSG00000234745,3.3009194356056972,3.089035092363084,3.0343491769163258,3.323739866938445,3.290196625442927,3.468588577246781,3.156611540731922,3.20875552112993,3.2358927396850907,2.9565795460917474,3.126984610307495,3.4630102062741406,3.2444978956502397,3.1534295456103685,3.3375903860483827,3.3848902497011006,3.3288973810261155,3.109410783628268,3.196348057996427,3.2182706585814285,3.239127365860035,3.2130821558157163
ENSG00000142871,3.398184385433235,3.3264104460332162,3.391945037991492,3.1899884690364857,3.2352267869862072,3.468588577246781,3.357313631953162,3.159586645801608,3.264588413368773,3.291300156348732,3.367056005991747,3.1024595893790656,3.3540556961541075,3.3679953297913188,3.346821470776834,3.2109896156588364,3.2069762317366974,3.4721106785527582,3.381250555101098,3.3843792632427077,3.2651102092723163,3.173395457736762
ENSG00000249072,3.713533429477915,3.1380484957342465,3.2783585813620473,3.160949159180595,2.9789981699227206,3.2022012284893,3.3432268881162504,3.159586645801608,3.2924835635286502,3.0719802233327322,3.017875313667627,3.356646327949486,3.2897712399970445,3.0472154979924087,3.2803394479098285,3.2109896156588364,3.139946597884147,3.4021161660300847,3.4448356395634967,3.7014130961191714,3.3627746845738393,3.3688952971718513
ENSG00000108298,3.398184385433235,3.5181085776817977,3.4442399962592516,3.372603355445599,3.5480697991952184,3.411297962840431,3.357313631953162,3.567699725090647,3.3844097110498006,3.638961132199964,3.4545807495098,3.6213245275189117,3.534009715402109,3.473975226234491,3.4177540741198182,3.4655576697091193,3.497501055328189,3.5161920362707773,3.6069684026175053,3.365063183929811,3.4623283004092484,3.503671724722511
ENSG00000087460,3.384855315491332,3.641063080362558,3.4543786468570215,3.441693984353549,3.316588429766203,3.501450889735267,3.4507274050626755,3.4237848676467313,3.5462351275830586,3.4710644877922876,3.4262485571735617,3.473049896849475,3.4621444301419815,3.473975226234491,3.4998815245208066,3.4885413754503474,3.139946597884147,3.6935492303785975,3.3905854423240274,3.3938991644684355,3.430232501274701,3.4539606889689876
ENSG00000154978,3.160117406434413,3.153866604733942,3.0188769675594527,2.7471773294910227,2.8630057470806216,3.2022012284893,3.067250302005506,3.3708109397062036,3.0785874827260713,3.223401239889719,2.9736814008364014,3.2248857438840806,3.1599752083344117,3.3158406476943805,3.3282732938358612,3.2405388093745318,3.022374641169472,3.125473837819297,3.0244113383098803,3.0050834316612063,3.3028608914724624,3.117904259549676
ENSG00000213741,3.4243210889886595,3.507145959671536,3.531987091243097,3.4077452406332864,3.6178988787804225,3.468588577246781,3.437905056258345,3.5451066589046327,3.358995931649798,3.607561526235121,3.5771182110888335,3.559140571016767,3.5076617335668616,3.578063889536732,3.523259746937913,3.554483389656443,3.5631772674032165,3.4377257012922726,3.561027591216101,3.5513687428517056,3.5136330710486696,3.5962430016773363
ENSG00000034510,3.3437677711442415,3.601734378347451,3.60400382527164,3.557153868342127,3.7359115283732933,3.3122048490619154,3.4507274050626755,3.6114098728481503,3.358995931649798,3.5501219033633844,3.5350576384946883,3.5406395969928006,3.480600705900722,3.6184276209294715,3.426277066059179,3.59614653548936,3.544848610896193,3.578871808277707,3.496293583702634,3.5594304485536306,3.581305984212711,3.712942848958485
ENSG00000136810,3.357652042937899,3.6601622094281825,3.4442399962592516,3.4077452406332864,3.415697147132533,3.3752788851595663,3.3432268881162504,3.6006601442256225,3.6947262288729545,3.4618817374043296,3.508945062568261,3.442623283312382,3.5076617335668616,3.4555228840728867,3.4177540741198182,3.4260371433400145,3.544848610896193,3.656765503466812,3.343014409500276,3.3843792632427077,3.239127365860035,3.587362106377817
ENSG00000167658,3.2561526094398654,3.5396797333316887,3.5776015799120895,3.642613473773111,3.1619720588270197,3.490616336274023,3.3289388692416355,3.240241046388213,3.445254467788504,3.334132981101391,3.3568407552051225,3.1857190587570186,3.3330833785377587,3.3781076209896717,3.515527574283975,3.3062698049101833,3.406179929656002,3.3899588484281193,3.487899047234911,3.403329291148013,3.4831671198030456,3.412332235596246
ENSG00000072110,3.3437677711442415,3.484853462734206,3.3702365076038356,3.2854586574790168,3.316588429766203,3.512169312745546,3.085772814366618,3.4237848676467313,3.206349235346815,3.085512119681409,3.4545807495098,3.559140571016767,3.4621444301419815,3.53600214913745,3.382916569918984,3.409780984068992,3.427206378742512,3.245456985429849,3.408997794657762,3.3047700115385177,3.599828771052509,3.532353830829305
ENSG00000170315,3.4868218235890334,3.52895231872359,3.4939355640112093,3.3111415925473557,3.290196625442927,3.5227740684218936,3.411756323444305,3.5219913236914056,3.5246597132974338,3.5751439343113103,3.3568407552051225,3.356646327949486,3.452786962545819,3.4367236418332565,3.4678353056976037,3.434067186569202,3.5355567462843274,3.4493192275489486,3.5210624882059633,3.3150747174386104,3.4517437493060017,3.412332235596246
ENSG00000244052,3.160117406434413,3.641063080362558,3.391945037991492,3.516694048052282,3.249255115320102,3.446064645974919,3.424916156944895,3.3432330646546657,3.371783551700237,3.4891808268338402,3.3970901874228403,3.3788434426425487,3.3540556961541075,3.3679953297913188,3.209120796579672,3.4885413754503474,3.5631772674032165,3.3397953653484542,3.561027591216101,3.4310975665138774,3.351075661833908,2.94721770003266
ENSG00000008988,3.398184385433235,3.5502932908277893,3.541277963058306,3.605529958425098,3.290196625442927,3.5539298186463752,3.411756323444305,3.5564669964705855,3.4685922869310617,3.4981173888823864,3.5520947399482043,3.4829897931120843,3.4897026580173645,3.4555228840728867,3.3917403849615573,3.3679454304195913,3.5900553557850037,3.483314524350144,3.561027591216101,3.4126713206591046,3.4934259137715684,3.484082843470079
ENSG00000143947,3.4868218235890334,3.4735180432417816,3.348046239774696,3.4191900249041294,3.495026942602253,3.3629783347341373,3.398420996697623,3.5451066589046327,3.5246597132974338,3.638961132199964,3.4545807495098,3.411241760325155,3.525303962626199,3.4461674387411656,3.4004870208107723,3.480938683983274,3.293855990066242,3.460779882925402,3.303257937053296,3.4757303399860424,3.3743384213688836,3.1460347184028707
ENSG00000214182,3.498866519584934,3.377888615036688,3.522609088978328,3.596040150357935,3.4840721907464927,3.4230216739358266,3.488236537159355,3.5336157796513636,3.480060078948463,3.137879693747054,3.5520947399482043,3.3678064730192445,3.256009834477665,3.407845049678704,3.4004870208107723,3.4260371433400145,3.447799805563663,3.5161920362707773,3.24049276694258,3.4930402104192977,3.385769965342042,3.335032780952999
ENSG00000112306,3.2712986541534077,3.4735180432417816,3.313809333989969,3.4527588592951894,3.342301579300871,3.3874299687074325,3.3432268881162504,3.357117066567029,3.5246597132974338,3.51575443704594,3.3041380228784027,3.442623283312382,3.480600705900722,3.407845049678704,3.4431081733695916,3.434067186569202,3.5811760218531576,3.483314524350144,3.371827705999722,3.374767861726219,3.4934259137715684,3.613771627017139
ENSG00000145592,3.3713461786172356,3.3524807442013334,3.474352686394988,3.506318035395869,3.3295276480142375,3.468588577246781,3.398420996697623,3.4740931750203217,3.6083015234695432,3.4981173888823864,3.5853221265387663,3.595146278453865,3.364379189027275,3.3679953297913188,3.346821470776834,3.3593641175162072,3.633306536957702,3.4943942335104805,3.408997794657762,3.3047700115385177,3.5235855607859863,3.503671724722511
ENSG00000244398,3.3437677711442415,3.4960618293441015,3.4644155360789446,3.506318035395869,3.5583489138114865,3.446064645974919,3.3432268881162504,3.357117066567029,3.588037754595723,3.424283535917212,3.406904415648695,3.3788434426425487,3.374597195456622,3.2494375282798242,3.4177540741198182,3.4655576697091193,3.457939638420119,3.460779882925402,3.2930668491351227,3.4126713206591046,3.4623283004092484,3.47414260138721
ENSG00000174748,3.0905545048659113,3.414829530452213,3.55960468806184,3.372603355445599,3.316588429766203,3.350524594493338,3.2696533832505312,3.4862845081344522,3.4213589535393565,3.480163681969587,3.473032529865833,3.442623283312382,3.498722511299654,3.407845049678704,3.3559681214042754,3.3679454304195913,3.340310189874221,3.3651916207932406,3.2930668491351227,3.33537093725149,3.3627746845738393,3.379932693167399
ENSG00000198363,3.622584741794119,3.1998728777425853,3.38114967917745,3.2456534635484284,3.316588429766203,3.468588577246781,3.2848075074000853,3.1926330305632957,3.3844097110498006,3.334132981101391,3.4357820903982437,3.286936151972923,3.414456089370469,3.407845049678704,3.4177540741198182,3.5035755223972487,3.139946597884147,3.3651916207932406,3.4794334455442235,3.3552634016501757,3.3392381501776907,3.3577347161596065
ENSG00000136942,3.384855315491332,3.3903544957374474,3.348046239774696,3.4527588592951894,3.4840721907464927,3.533267542339198,3.2997354080256387,3.5219913236914056,3.491397850352703,3.5501219033633844,3.4911500013051384,3.4630102062741406,3.433805171695748,3.337030035928095,3.318868576363576,3.4260371433400145,3.3737873145719646,3.578871808277707,3.3527113799569808,3.4310975665138774,3.5528621706104144,3.5228842424432183
ENSG00000204628,3.6119491835629605,3.3264104460332162,3.423649007748597,3.537128568873883,3.3796725758035797,3.479663108305159,3.3712046927836283,3.384319821085756,3.371783551700237,3.51575443704594,3.2369939848582256,3.5217898746096856,3.433805171695748,3.473975226234491,3.459660677242973,3.3679454304195913,3.3288973810261155,3.3651916207932406,3.427077252410854,3.4126713206591046,3.3272588315215104,3.2999832831546287
ENSG00000256618,3.286218714707067,3.45045429029747,3.1771771070283554,3.4305053068169684,3.4390121665418065,3.272357987748029,3.3432268881162504,3.2707654187740443,3.3329194127522777,3.1876408318010654,3.314903119513124,3.1857190587570186,3.3224299405677677,3.26081545792952,3.2605035097703694,3.297140072811263,3.2451382183036275,3.109410783628268,2.8166455914334403,3.3938991644684355,3.430232501274701,3.4229029350700766
ENSG00000224631,3.3009194356056972,3.377888615036688,3.2903156835489673,3.441693984353549,3.2767348448587965,3.258714876305192,3.4633874205367676,3.357117066567029,3.221230085879484,3.414658878124175,3.346520075157256,3.4005585257829507,3.4046393176415854,3.3881186766242033,3.3650318685306333,3.409780984068992,3.416748417126401,3.3651916207932406,3.28277083269067,3.403329291148013,3.212451364034096,3.2130821558157163
ENSG00000143933,3.4622882711633456,3.52895231872359,3.5131423065496845,3.4852373302147055,3.4038325710114563,3.4230216739358266,3.559280809102164,3.384319821085756,3.2924835635286502,3.3548804841525386,3.3970901874228403,3.4218120687209064,3.4897026580173645,3.4647916156662926,3.4759436510752724,3.3932561890852457,3.6162298816997605,3.352574112128174,3.24049276694258,3.4310975665138774,3.4623283004092484,3.3688952971718513
ENSG00000225972,3.035010484681056,3.16943839244233,3.2416047357660895,3.4527588592951894,3.3034795909947876,3.411297962840431,3.2848075074000853,3.4740931750203217,3.3329194127522777,3.385216296694141,3.3871786846582754,3.432271813371283,3.209144909848962,3.2494375282798242,3.187804935972888,3.278626682236666,3.416748417126401,3.460779882925402,3.2930668491351227,3.2624553108881327,3.3627746845738393,3.2000274809768836
ENSG00000134419,3.357652042937899,3.4735180432417816,3.413192303735752,3.0844323524897215,3.367370103498717,3.2308572233306236,3.2848075074000853,3.5336157796513636,3.4213589535393565,3.344560539022272,3.406904415648695,3.322398555586495,3.4621444301419815,3.417564205905337,3.209120796579672,3.2405388093745318,3.4679776862856766,3.4943942335104805,3.343014409500276,3.195423984006352,3.212451364034096,3.5417345866613177
ENSG00000130255,3.4113381256896154,3.46205265738343,3.2163295801601075,3.2723655236061835,3.342301579300871,3.3251419413528636,3.437905056258345,3.3708109397062036,3.2924835635286502,3.4891808268338402,3.4357820903982437,3.1989458025634017,3.4433411049926272,3.4830752650084205,3.318868576363576,3.297140072811263,3.2069762317366974,3.202132663572723,3.408997794657762,3.098429888502714,3.3272588315215104,3.4539606889689876
ENSG00000185650,3.2092874102191566,3.2859845695613172,3.38114967917745,3.2182082402479217,3.367370103498717,3.2448830527849983,3.2848075074000853,3.3432330646546657,3.1445073560026167,3.4981173888823864,3.5853221265387663,3.298897230158619,3.1599752083344117,3.2262857737659183,3.2704706610890297,3.3932561890852457,3.3288973810261155,3.245456985429849,3.4794334455442235,2.9174923315052386,3.127867974367451,3.2000274809768836
ENSG00000125968,2.6439588229947706,2.964363009886346,2.9377074552559637,3.2590986826947743,3.2630893690615927,3.3994351742266926,3.139366731173156,3.0718518762758333,3.0439229881412193,3.2116226239401335,3.100802945519823,3.1723150205519466,3.4433411049926272,3.3679953297913188,3.4091578158935616,3.3932561890852457,3.3515942149193667,2.6435052293713457,3.114070434853972,3.2624553108881327,3.3272588315215104,3.47414260138721
ENSG00000228236,3.240773629486878,3.272137768429026,3.2783585813620473,3.2854586574790168,3.1466544224081776,3.2022012284893,3.398420996697623,3.436601201689192,3.3844097110498006,3.163069752202394,3.4638491976088757,3.322398555586495,3.384711849396844,3.3881186766242033,3.2402661308048017,3.4179420961800675,3.497501055328189,3.352574112128174,3.303257937053296,3.294358012086933,3.0026620716932517,3.390849593797737
ENSG00000187514,3.4243210889886595,3.377888615036688,3.4841920605741272,3.4077452406332864,3.461795957898119,3.3251419413528636,3.4507274050626755,3.384319821085756,3.409193604976674,2.986702033314541,3.4262485571735617,3.237607671576807,3.3224299405677677,3.4367236418332565,3.3740142015099135,3.127636692494077,3.3288973810261155,3.2167836523144984,3.2930668491351227,3.4126713206591046,3.3627746845738393,3.263660556975399
ENSG00000244313,3.2092874102191566,3.426846017269893,3.2416047357660895,3.4305053068169684,3.3295276480142375,3.337913800646294,3.2542660733654936,3.285685167676943,3.27863325272053,3.3129458825557845,3.314903119513124,3.4005585257829507,3.267390755409078,3.190521016741942,3.3282732938358612,3.3062698049101833,3.3954985551510393,3.4377257012922726,3.272367704511346,3.294358012086933,3.4082483275935345,3.401648601575055
ENSG00000177600,3.4243210889886595,3.272137768429026,3.2662567748936278,3.348470036568575,3.290196625442927,3.3874299687074325,3.2696533832505312,3.4492553537005803,3.27863325272053,3.2691755069250945,3.406904415648695,3.2625760433138913,3.256009834477665,3.326491464533025,3.2803394479098285,3.2879262201159527,3.293855990066242,3.259491121685432,3.371827705999722,3.2838364612537325,3.3392381501776907,3.238691094149678
ENSG00000172809,3.0905545048659113,3.45045429029747,3.336763678841135,3.506318035395869,3.316588429766203,3.1109500573259474,3.1902338599240583,3.0900254385239423,3.371783551700237,3.4432593293481406,3.4545807495098,3.2248857438840806,3.4241774281764514,3.337030035928095,3.426277066059179,3.138443753031336,3.416748417126401,3.3397953653484542,3.24049276694258,3.4844227286868814,3.351075661833908,3.3577347161596065
ENSG00000233762,3.1767774891290848,3.2859845695613172,3.336763678841135,3.1899884690364857,3.2352267869862072,3.1875592926043126,3.2386382891023433,3.285685167676943,3.306144660908676,3.163069752202394,2.9430950306114996,3.3678064730192445,3.5511970973737403,3.1534295456103685,3.2803394479098285,3.2597640706031683,3.317352814803839,3.202132663572723,3.272367704511346,3.1601444265620344,3.185044204217864,3.335032780952999
ENSG00000166913,3.225154437484878,3.229408397368094,3.2903156835489673,3.2182082402479217,3.367370103498717,3.1726997807547144,3.206630384655774,3.314873029110497,3.250343503206603,3.3548804841525386,3.1524982483903727,3.2625760433138913,3.394725220696757,3.3050751686142705,3.2704706610890297,3.105665753899906,3.2451382183036275,3.0764892510286588,3.229637937796741,3.2515908230034882,3.239127365860035,3.173395457736762
ENSG00000132507,3.035010484681056,2.945212673595751,3.136429033943512,2.929955586135298,2.9605765236342205,2.8988845675687553,3.2848075074000853,3.1254107654509364,3.061405431311997,3.044354386030327,3.1139794604128492,3.1857190587570186,3.1848622360968584,3.1407535623473843,3.1769741611094133,3.2597640706031683,3.3056734134441133,3.0930854896243605,3.063824892545238,3.183801878824167,3.225878313443933,2.8771389483864316
ENSG00000122566,3.3296880089204532,3.377888615036688,3.1771771070283554,3.4191900249041294,3.3295276480142375,3.5436520457512706,3.139366731173156,3.3003855860206777,3.061405431311997,3.1997036169421786,3.27112943827113,3.3453602270341896,3.0813670959679866,3.3050751686142705,3.5610484559588715,3.3419773642980517,3.1939249304795476,3.245456985429849,3.063824892545238,3.195423984006352,3.2904350063650427,3.173395457736762
ENSG00000198034,3.3154071725470264,3.2859845695613172,3.2783585813620473,3.1899884690364857,3.249255115320102,3.299098192347473,3.085772814366618,3.567699725090647,3.191243595839726,3.2350427335890934,3.201651995316531,3.1723150205519466,3.2897712399970445,3.326491464533025,3.229991758184542,3.2405388093745318,3.167299927523444,3.286981994691506,3.362315221523009,3.2295011921764867,3.2651102092723163,3.1460347184028707
ENSG00000102144,3.1931645557278423,3.2996422524937166,3.2290470100239883,2.9664047619071705,3.0829238832087738,3.3251419413528636,2.948274507824763,3.2246221959285104,3.128430278699664,3.280299017902998,2.927443715794004,3.237607671576807,3.1848622360968584,3.3781076209896717,3.4177540741198182,3.2009426120334794,3.1537167853685575,2.989106598581854,3.2618552125338067,3.1601444265620344,2.968747986649634,3.1460347184028707
ENSG00000144381,2.996189576602432,2.945212673595751,3.122468819342483,3.160949159180595,3.115296764616078,3.3874299687074325,3.2227623946560833,3.285685167676943,3.3329194127522777,2.9717542059448925,3.0462888585318906,3.1857190587570186,3.2786436071577016,3.1659468575388443,3.3650318685306333,3.105665753899906,3.1118239714609026,2.9706749355334057,3.33322248630228,3.3552634016501757,2.933643238055542,2.698809268255139
ENSG00000105193,3.3009194356056972,3.2859845695613172,3.1083109546567718,3.2182082402479217,3.2209988613197162,3.1423014718775932,3.411756323444305,3.2707654187740443,3.095479291198683,3.344560539022272,3.473032529865833,3.1989458025634017,3.414456089370469,3.1783094214036502,3.2504360133524273,3.2009426120334794,3.3288973810261155,3.2312230853558015,3.161911685991006,3.172043110442665,3.051469543588734,3.2999832831546287
ENSG00000115053,3.3296880089204532,3.3524807442013334,3.2903156835489673,3.2723655236061835,3.2630893690615927,3.3752788851595663,3.3849054327829173,2.975672934109592,3.319621645070935,3.0159436263672794,3.0462888585318906,3.237607671576807,3.1848622360968584,3.1279148333635503,3.6530964343385492,3.2209366802578,3.0066564346991043,3.259491121685432,3.2930668491351227,3.3150747174386104,3.1130481021373466,2.9967311297856427
ENSG00000197747,3.035010484681056,3.153866604733942,3.2290470100239883,3.2182082402479217,3.032310488675795,3.285817467202713,2.989526059323943,2.9956630053723026,3.2358927396850907,3.280299017902998,3.073917329247535,3.237607671576807,2.91892986325884,3.1659468575388443,3.0976847327399883,3.1805406109407164,3.2697937525110543,3.109410783628268,3.161911685991006,3.2295011921764867,3.3627746845738393,3.251253757797265
ENSG00000115268,3.1931645557278423,3.1998728777425853,3.313809333989969,3.1310412823625535,3.099241318623781,3.216631868153147,3.4507274050626755,3.034482858403076,3.095479291198683,3.1754307573474514,2.9430950306114996,3.4528686972220517,3.3330833785377587,3.1783094214036502,3.024329472887752,3.2009426120334794,3.2818972434522418,3.125473837819297,3.272367704511346,3.11108125487069,3.0827327378522864,3.433363062659867
ENSG00000143321,2.996189576602432,3.45045429029747,3.402625100589877,3.3111415925473557,3.1619720588270197,3.216631868153147,3.3144437401139992,3.034482858403076,3.026129462607472,3.1754307573474514,3.100802945519823,3.0730912748144017,2.9504945038805106,3.20258528629371,3.3093745697772965,3.480938683983274,3.2697937525110543,3.2312230853558015,3.0766249362361733,3.345366632402781,3.3028608914724624,3.2130821558157163
ENSG00000127184,3.10840412138767,3.072148503998354,3.136429033943512,3.2854586574790168,3.4038325710114563,3.126748623469553,3.1735640012160333,3.2707654187740443,3.1759062717712494,2.986702033314541,3.126984610307495,3.250169782869605,3.374597195456622,3.0331089816973695,3.3559681214042754,3.3507085278296103,3.3515942149193667,3.3397953653484542,3.343014409500276,3.2406070003236986,3.185044204217864,3.2759153119432542
ENSG00000117525,2.8470571172782657,3.121976147187054,2.8493627610423427,2.8528118900872497,2.7081219989195873,2.858717073615874,2.7638023939811114,2.9956630053723026,2.932078236100652,2.986702033314541,2.8280137695777503,2.6758294572754786,3.0107834038422254,3.0611257853829725,2.945164214075432,2.8964008779056947,2.8341776315940694,2.932760014302294,3.0244113383098803,2.9767303921967114,2.8400789991867534,2.895124397762721
ENSG00000169567,2.4922686300911754,3.089035092363084,3.2903156835489673,3.2182082402479217,3.0663357661596695,3.2308572233306236,3.085772814366618,3.240241046388213,3.264588413368773,3.2350427335890934,3.100802945519823,3.144955591304648,3.0813670959679866,3.088378992723706,3.1437596973731807,3.09449657163343,3.0828875208609268,3.1872638277297445,3.272367704511346,3.2295011921764867,3.019197332075767,3.074166785038406
ENSG00000237550,2.976198945861304,2.681222958869066,2.9709699636444467,3.1461070267416242,3.131098501314378,3.1423014718775932,3.3432268881162504,2.913187096989557,3.026129462607472,3.0719802233327322,3.0462888585318906,2.857761111253775,3.1970772771926907,3.2720653853313166,3.024329472887752,3.11671156225122,3.2451382183036275,2.7648483931061323,3.138277131306393,2.9767303921967114,3.1988416752385787,3.0127054000115994
ENSG00000108107,3.2092874102191566,3.054971853597764,3.0939497627137347,2.929955586135298,3.115296764616078,2.9927652574853982,2.837023851601425,3.0900254385239423,3.221230085879484,3.2350427335890934,3.139822795358129,3.08788324046001,3.0253043386167913,3.0611257853829725,3.0738259073851713,3.09449657163343,3.022374641169472,3.156846007227847,3.138277131306393,3.0856164119586023,3.1130481021373466,3.0889595165454953
ENSG00000110700,3.225154437484878,3.16943839244233,3.0939497627137347,3.2182082402479217,3.131098501314378,3.1726997807547144,3.139366731173156,3.1762463399146585,3.1120904997567207,3.2465502609852357,3.1895882060552454,3.322398555586495,3.1970772771926907,3.2145057425248367,3.0976847327399883,3.036699062946777,3.1939249304795476,3.0930854896243605,3.371827705999722,3.3938991644684355,3.351075661833908,3.2759153119432542
ENSG00000185641,3.1931645557278423,3.2859845695613172,3.0495856398968884,3.1157450849578305,3.415697147132533,3.2022012284893,2.905247774266573,3.3432330646546657,3.0785874827260713,3.1754307573474514,3.1895882060552454,3.1168265172893452,3.0813670959679866,3.2262857737659183,3.049383896009668,3.2109896156588364,3.2069762317366974,3.2312230853558015,3.0377225411940194,2.962246600266872,3.051469543588734,3.1598086614082357
ENSG00000108602,2.775640869327777,3.054971853597764,2.830717088081847,2.23452281771414,2.6590751338223786,2.9562636560419135,2.7638023939811114,3.034482858403076,2.523667076683522,2.77242329657159,2.657448868334525,2.425183080335891,2.622483233107099,2.73777545990394,2.8288053927693855,2.854456043642019,2.5781286359657325,3.0596129223177564,2.7305721687920252,2.360283099306678,2.463405919116495,2.7618527024141097
ENSG00000167526,3.125940708391035,3.1380484957342465,3.122468819342483,3.2456534635484284,3.0663357661596695,3.0785838299536703,2.926992535672379,3.034482858403076,3.206349235346815,3.1754307573474514,3.1139794604128492,3.1723150205519466,3.0676433036062947,3.190521016741942,3.1094040197129122,3.2879262201159527,3.037849604047737,3.141282944105394,3.1262470268110922,3.2295011921764867,3.051469543588734,3.3577347161596065
ENSG00000189159,2.8000173977807945,3.037495001915966,3.348046239774696,3.323739866938445,3.115296764616078,3.350524594493338,3.067250302005506,3.49832900102674,2.8282542918266746,3.2350427335890934,3.032182998896718,3.432271813371283,3.0676433036062947,3.1534295456103685,3.132438445789672,3.17018136650811,3.2697937525110543,3.125473837819297,3.0508588810452135,3.2069125661923046,2.800056209981015,3.173395457736762
ENSG00000087086,3.035010484681056,2.7060874919343614,2.9709699636444467,3.0187024374662026,2.9226827968210873,2.918379046309878,2.788810011267818,3.1762463399146585,3.061405431311997,3.085512119681409,3.0033599434968288,2.9956598188281,2.8526445652082835,3.1149091252951338,2.8288053927693855,2.9753549708734326,3.139946597884147,2.7648483931061323,3.063824892545238,2.8381409060962706,3.185044204217864,2.963996054103335
ENSG00000158710,2.9349773266244834,3.16943839244233,3.122468819342483,3.1310412823625535,3.099241318623781,3.094897884508828,3.029143122903894,2.869249571797238,3.0439229881412193,3.1250426458623712,3.139822795358129,3.144955591304648,2.9027658836968073,3.2494375282798242,3.2402661308048017,3.1805406109407164,3.037849604047737,3.2733310237261817,2.9833803906435645,3.1359137098931167,3.3392381501776907,3.0889595165454953
ENSG00000089157,3.053870036856346,3.001597393006389,3.2903156835489673,2.9483462326310166,3.1770586006333983,3.1109500573259474,2.989526059323943,3.1926330305632957,3.061405431311997,3.291300156348732,3.225351555954976,3.1168265172893452,3.1082622576429904,3.326491464533025,3.1094040197129122,3.17018136650811,3.139946597884147,3.0596129223177564,3.1262470268110922,3.0594861285875803,3.019197332075767,2.94721770003266
ENSG00000161970,3.053870036856346,3.105641252779469,3.1903989890318893,3.0187024374662026,3.0663357661596695,2.9562636560419135,2.883019648091727,3.0718518762758333,3.128430278699664,3.163069752202394,3.1139794604128492,2.962926618479872,3.121443357779784,3.0472154979924087,3.024329472887752,3.09449657163343,3.293855990066242,3.109410783628268,3.161911685991006,2.9767303921967114,2.951349647365229,2.9301530219189638
ENSG00000197958,3.0905545048659113,3.258096538021482,3.2290470100239883,3.160949159180595,3.2209988613197162,3.3122048490619154,3.1735640012160333,3.240241046388213,3.264588413368773,3.137879693747054,3.1895882060552454,3.3339452946570383,3.1344529744065848,3.088378992723706,3.024329472887752,3.3419773642980517,3.2451382183036275,2.989106598581854,3.28277083269067,3.11108125487069,3.1424714214741085,2.94721770003266
ENSG00000109971,3.10840412138767,3.037495001915966,3.2163295801601075,3.0521073505031007,3.0663357661596695,3.094897884508828,3.1218193120831996,2.9956630053723026,3.0439229881412193,3.163069752202394,3.2135719826395373,2.9956598188281,2.996048500684905,3.1659468575388443,3.1437596973731807,3.17018136650811,3.1807010377320974,2.951897156812226,3.1735227390632272,3.11108125487069,3.2651102092723163,3.2000274809768836
ENSG00000198431,2.8470571172782657,2.964363009886346,3.1083109546567718,2.9841429569186,3.1919209172886,3.157616129016951,2.989526059323943,3.034482858403076,3.0439229881412193,2.941171063195845,2.895386452398995,3.130989956637016,2.9504945038805106,3.1149091252951338,3.2196107260236704,3.127636692494077,2.795801262174807,2.893350706196306,2.997245276988508,2.947549941209252,3.035463619137587,2.9301530219189638
ENSG00000154582,2.976198945861304,2.9256884298210646,2.954477002383146,2.790779065477634,2.7081219989195873,2.8790024854820144,2.628423978525833,3.0718518762758333,3.1120904997567207,2.9565795460917474,2.927443715794004,2.6977575157258373,2.9659108971226105,3.0748452283440537,2.888676271431309,2.854456043642019,3.2697937525110543,2.932760014302294,2.895893957700244,2.7519458834344266,2.8595053087364417,2.8401675275676737
ENSG00000131469,3.0905545048659113,2.964363009886346,2.9709699636444467,3.035544373526559,3.249255115320102,3.0619992068520654,2.969112979806666,3.384319821085756,3.095479291198683,3.0988633459006825,3.073917329247535,3.1024595893790656,2.9659108971226105,3.1534295456103685,3.1769741611094133,3.17018136650811,2.990687215493654,3.0764892510286588,3.0377225411940194,3.2069125661923046,3.1568646738000146,2.94721770003266
