	E18	E19	E20	E22	E23	E24	F18	F19	F20	F21	F22	F23	F24
ENSG00000144381	3.4814357845894266	3.286190345681248	3.0924992967699283	2.9513528295979907	3.330911174850455	3.1268903252722366	3.3395620719248647	3.2853981606873472	3.372452319731047	3.2471722432323378	3.009350409769369	3.28660636385742	3.176981858978544
ENSG00000105193	3.1608002638819226	3.286190345681248	2.9056076788892424	3.3065619814459613	3.0200302159305794	3.2005976375112315	3.243203507324315	3.159070988135442	3.3901775291362157	3.3193925791249734	3.2678900386788565	3.196256040199588	3.2131761273866397
ENSG00000115053	3.4152893548028183	3.450932543705624	3.3336762084023035	3.317574204953684	3.1394356688230207	3.3641110403750822	3.1733861331727025	3.3736852334332394	3.196968414084671	3.209007052065561	3.009350409769369	3.298872106892584	3.230793568631982
ENSG00000197747	2.9356525484333162	3.115754311962855	3.3336762084023035	2.834179907093982	3.233365877996701	2.8152967825960467	3.0983259662941856	3.1286911967436826	3.0842831085952045	3.039864653268056	3.2159365099761072	2.986626595620599	3.120108939707846
ENSG00000115268	2.9667281266411933	2.8427457367611098	2.5069276034413663	2.8860865021353748	3.1252667508030485	2.665315389298337	3.136560138052624	2.8854447261282035	2.929807537759658	2.836169784003756	2.941538395615248	2.881319571284929	3.0388681040673666
ENSG00000143321	3.0404378123394995	2.942262665423057	2.945884876783333	2.6168316462236088	2.847421287247678	2.7431152567738235	3.136560138052624	2.8034959629084995	2.7799088644524943	2.5302177826161296	2.9760191012490176	2.9527416450062773	2.657065353270214
ENSG00000127184	3.2568382359224763	3.2749341626300765	3.05781129208538	2.902806755359891	2.971302036390089	3.1520679205457416	3.521077983646119	3.2984979323654424	3.3901775291362157	3.113846247995426	3.2928884657656745	3.126325740183723	3.230793568631982
ENSG00000117525	3.4152893548028183	3.469740519522209	3.5278418346651077	3.5509400996120037	3.501394175648456	3.4035483665237973	3.468652056085713	3.5298372957899504	3.6515210520733214	3.4799671052816605	3.2422506325320066	3.4668093549689423	3.421048520603738
ENSG00000169567	2.6232822822664517	2.8600349418162354	2.819833373346176	2.4999010008205125	2.6386720581217435	2.930290605281077	2.72465595944146	2.641623479726876	3.0842831085952045	2.77803099965418	2.7903337728849547	2.5301468796845668	2.80114350413161
ENSG00000237550	2.996867047359708	3.180009912578878	3.021876657129415	3.1115571715776253	3.2833274407937187	3.333477615202958	3.259921943519341	3.1131480423179405	3.336030560756962	3.1280077417286383	3.103155660693246	3.298872106892584	2.903107800963989
ENSG00000108107	2.706034935182694	3.0751208866645143	2.56635820688419	2.8860865021353748	2.9200772468595333	2.8325564745289613	3.136560138052624	2.9792547324682395	3.0100251998614382	2.9261338919062436	2.83033174590855	3.111733097585172	2.9732900429207985
ENSG00000110700	3.0261241264936527	3.0034991002628986	2.56635820688419	2.798015551282359	2.847421287247678	3.0878939115722583	3.0380856566550207	3.217194533488922	2.957267985910577	2.9261338919062436	2.941538395615248	3.051135026631993	2.9732900429207985
ENSG00000185641	2.9513110441256023	2.7704351028600565	2.945884876783333	3.34990143642046	3.1252667508030485	3.1520679205457416	3.0380856566550207	2.99700511287013	2.7470309561500894	3.1557429238411117	2.7486690645314904	3.0353938340617344	3.158381308575481
ENSG00000108602	1.125127215985958	0.9149129498848552	0.9172067097445066	0.7924438980735731	0.5006118575280543	0.2551894524726437	1.003353929942884	0.7212343771767209	0.941523565180066	0.957445490744862	0.8455493091481976	0.6883650555671055	1.16597993121885
ENSG00000167526	3.054549504457584	3.180009912578878	2.9846024371720583	3.0562249865807183	3.004049870045528	2.9456897629806336	3.058571627792796	3.2029772884870598	3.278783010268672	2.9599693657422064	3.2422506325320066	2.986626595620599	3.158381308575481
ENSG00000189159	2.744977330018373	3.115754311962855	2.6224540728668497	2.6168316462236088	2.971302036390089	3.188684211030504	3.4551045770369906	3.2721245046259235	3.4415425904847914	2.6948492580261068	2.8687912206897366	2.7210699427814067	3.100409070506912
ENSG00000087086	1.8005386372474168	1.8063683902457304	2.0490222138051717	1.9941745167476823	2.097653932290461	1.918997297292776	2.309453831212128	2.0404600276228955	2.6035099057532824	1.8651823925452584	2.0342198732465477	1.7837765086213295	2.412488600473205
ENSG00000158710	3.1481201014912794	2.9263491519010416	2.5069276034413663	2.5716865254970958	2.769069933789831	2.5809481725109182	2.806188290740361	2.737302583119265	2.957267985910577	2.5800845271799484	2.4539366213874554	2.7636033957577584	2.5930709540492063
ENSG00000089157	3.1979036636186624	3.1419540526407754	2.6224540728668497	3.176676627062117	3.233365877996701	3.246880824083189	3.2262008058153255	3.0650142434610053	3.196968414084671	3.1693272838354574	3.16113518340774	3.0031480051672945	3.0803133042792856
ENSG00000161970	3.109085373869432	3.2973212360843536	2.7740195691933027	3.2378135578940235	3.2954373223452595	3.1010624099602917	3.1551426452741778	3.1286911967436826	3.2982319520185785	3.1419714847439533	3.009350409769369	3.1548873191715963	3.265123807232696
ENSG00000197958	3.1481201014912794	3.204598997658998	2.9846024371720583	3.176676627062117	3.0815140923997784	3.2123708036038834	3.0380856566550207	3.1885549946972427	3.3173098376099186	3.039864653268056	3.009350409769369	2.9698276371823766	3.0174830441749068
ENSG00000109971	3.2218958705648566	2.97334954724195	2.9846024371720583	3.1511354227277844	2.9024021346432187	3.074549687214033	3.1176257725304803	3.159070988135442	3.1754243532599418	3.0849070337887348	3.2678900386788565	3.0353938340617344	3.059805401885426
ENSG00000198431	2.13188519661947	2.3300698122298296	2.3039587453607853	2.66002641690654	2.4613437942509466	2.2439467454330733	2.5384509643215534	2.563332783431971	2.8117401358578245	2.5043197970686464	1.943286174321888	2.3584391029237017	2.451308227429758
ENSG00000154582	3.2906007434205766	3.4973054073250998	3.36011088635429	3.317574204953684	3.3424615549413086	3.459933138935801	3.4274462640945513	3.4436125819222307	3.372452319731047	3.342351693639066	3.2928884657656745	3.1826557359114025	3.5173250302026733
ENSG00000131469	2.9356525484333162	3.3192180831885776	2.819833373346176	3.0703476999164914	3.1807762814228493	3.2581244901428543	3.136560138052624	3.0650142434610053	3.3173098376099186	3.0086682723828284	2.9760191012490176	3.2359811588083063	3.059805401885426
ENSG00000164032	3.1979036636186624	3.2635498341249214	3.3065237202365427	3.0273667443330994	3.066493878568555	3.1766271418227947	3.3395620719248647	3.258672285781302	3.2982319520185785	3.1557429238411117	3.2159365099761072	3.1548873191715963	2.950438904431433
ENSG00000105372	3.0404378123394995	3.0612010338394366	2.819833373346176	3.0842737366048203	3.004049870045528	3.139558359729112	3.2262008058153255	3.097359478792524	3.107858931243811	2.8548217519374304	3.1889111979009366	2.9527416450062773	2.995630651354313
ENSG00000173812	2.9197449586443605	2.988537943892601	2.9056076788892424	2.9976508935818877	2.9374453677370336	2.930290605281077	2.951667926309592	3.0144459045975824	2.983994467998088	2.908776925251064	2.905826181267292	3.1407084966861407	2.827625718170122
ENSG00000186468	3.1481201014912794	3.0327661984684884	2.5069276034413663	2.8860865021353748	2.8844089830241812	2.930290605281077	3.078646334964781	2.96118357354665	2.929807537759658	2.9764672521070947	2.8687912206897366	3.0194008881689447	2.995630651354313
ENSG00000149273	3.0404378123394995	2.988537943892601	2.945884876783333	2.8860865021353748	2.8844089830241812	2.975794429697644	3.136560138052624	3.1131480423179405	3.1754243532599418	2.627582247514544	3.1889111979009366	2.899658984471011	2.9732900429207985
ENSG00000119705	2.9197449586443605	2.789008843104237	2.675569635477776	2.8690819212763228	3.0200302159305794	2.8987620929131417	2.951667926309592	2.824621292497561	3.196968414084671	2.908776925251064	3.103155660693246	2.8626375306542107	3.0388681040673666
ENSG00000106366	1.979873409398733	1.9439413074674303	1.1797118194452545	0.9206750506597408	1.5889049814964908	0.8975280590011101	1.8216810185251395	1.0158166927187675	1.8266356568565487	0.8259399851384969	1.7320801114396989	1.532919970315405	1.5117160613129583
ENSG00000106153	3.2336795109506355	3.2635498341249214	3.1898798928041554	3.3284664791049767	3.3424615549413086	3.188684211030504	3.078646334964781	3.487653988769402	3.35440724914545	3.3647954961928472	3.072854535637623	3.2488797535831635	3.3615632815534764
ENSG00000005022	3.2453259127562433	3.0327661984684884	3.126024274179163	3.2612587895552254	3.233365877996701	3.2240069735708663	3.259921943519341	3.2721245046259235	3.4415425904847914	3.1959546264749363	3.1889111979009366	3.2096738553438056	2.995630651354313
ENSG00000229344	3.3652109996497317	3.2520344088028508	2.819833373346176	3.3065619814459613	3.319225822985984	3.2005976375112315	3.2262008058153255	3.3367980577949767	3.218058100224769	3.1827295794590817	3.364339597486257	3.4029775212117954	3.1394282097452875
ENSG00000142864	3.2568382359224763	3.0888496342996827	3.0924992967699283	3.2612587895552254	3.233365877996701	3.333477615202958	3.4274462640945513	3.3367980577949767	3.3173098376099186	3.3536365591285824	3.4935385124059306	3.28660636385742	3.2481060013587464
ENSG00000132475	3.0404378123394995	2.8600349418162354	3.2203409870036714	2.9354312334490333	3.0963120338689114	3.2692431405083866	3.058571627792796	3.1286911967436826	3.2387121824417537	3.113846247995426	3.1325655663385645	3.0818930076693496	3.0174830441749068
ENSG00000115310	3.122266977882844	2.9579269007463145	2.9056076788892424	2.7794307992128187	2.433234844335313	2.8152967825960467	2.9739825108451683	2.824621292497561	2.7799088644524943	2.836169784003756	3.1325655663385645	2.899658984471011	2.903107800963989
ENSG00000136238	2.601478015372653	2.270065611755776	2.3039587453607853	2.9513528295979907	2.5412197561846956	2.8495233168439817	2.8319525534549435	2.6664150851767108	2.71303523555339	2.3934496771382205	2.612122169072556	2.7425627890534443	2.878574760164208
ENSG00000130726	2.9513110441256023	2.8937416429733607	2.863639898271213	2.7604941030179084	2.8844089830241812	2.685340127345893	3.0983259662941856	2.641623479726876	2.983994467998088	2.7578752035584846	2.612122169072556	3.111733097585172	3.059805401885426
ENSG00000108953	3.1608002638819226	3.1548009296526702	3.2203409870036714	3.2727784465787058	3.0357592019142183	2.990513586693754	3.3990011558651987	3.0484406427753967	3.336030560756962	2.8548217519374304	3.2159365099761072	3.2229140138584995	3.195242737378209
ENSG00000136938	2.7638942158722997	3.0888496342996827	3.3065237202365427	3.0562249865807183	3.004049870045528	3.0878939115722583	2.8815713193954786	2.824621292497561	3.130891712552468	2.9764672521070947	3.2678900386788565	2.8241926215920494	2.853424679688444
ENSG00000155506	3.0116025801957034	3.0888496342996827	2.675569635477776	2.66002641690654	2.789240773090167	3.1644229237082886	3.20890400475322	2.8453095597055285	3.1754243532599418	2.7578752035584846	3.009350409769369	2.7636033957577584	3.0388681040673666
ENSG00000218227	3.0116025801957034	3.192380031103144	2.443740581876288	3.1381159481405287	3.004049870045528	3.1140597504498424	3.0983259662941856	3.1885549946972427	3.0842831085952045	3.113846247995426	3.1889111979009366	2.899658984471011	2.950438904431433
ENSG00000262902	2.9667281266411933	3.018239715924228	2.819833373346176	3.1511354227277844	3.0963120338689114	2.975794429697644	3.1176257725304803	2.9792547324682395	3.1754243532599418	3.0086682723828284	3.072854535637623	2.917668111740643	3.230793568631982
ENSG00000111716	3.434638980021397	3.180009912578878	3.4109719339789675	2.798015551282359	3.2204754803485955	3.0878939115722583	3.3990011558651987	3.097359478792524	3.35440724914545	3.0994813220041806	3.16113518340774	3.0666322691641046	3.230793568631982
ENSG00000108821	1.125127215985958	1.2221543144585738	1.5593496778625875	1.1363507512358095	0.9648240648746302	0.4583182771506213	1.1503402211255709	0.5333581379636471	1.7390009033819025	0.4959231436876418	0.8455493091481976	0.6883650555671055	1.0178550611104666
ENSG00000132341	3.0261241264936527	3.180009912578878	3.126024274179163	3.2841669109641747	3.1108941856294763	2.9608553784312313	3.369723174486745	3.1739216508110317	3.0353954882059933	3.0551053194005537	3.317277182323489	3.0353938340617344	3.0388681040673666
ENSG00000188846	2.9667281266411933	3.0751208866645143	2.726005662049133	2.7604941030179084	2.6616203186014418	2.9608553784312313	3.1176257725304803	3.0144459045975824	3.0601380185832467	2.737304779871814	2.8687912206897366	2.935358639584429	3.0174830441749068
ENSG00000225630	3.2336795109506355	3.3192180831885776	3.249901566051052	3.0980084994333645	3.2204754803485955	3.01931746278374	2.779742636556036	2.99700511287013	2.957267985910577	3.0849070337887348	3.16113518340774	3.0818930076693496	2.950438904431433
ENSG00000026508	2.2942398221715004	2.064856497291994	1.947218432174188	2.422561015629579	2.433234844335313	2.2439467454330733	2.3514492864544345	2.3184990833745385	1.7390009033819025	1.8651823925452584	2.612122169072556	2.2250366034351297	2.372100934538747
ENSG00000163466	2.6232822822664517	2.732219489868553	2.819833373346176	2.66002641690654	2.9200772468595333	2.8325564745289613	3.191302750575157	2.737302583119265	3.0100251998614382	3.0086682723828284	2.7903337728849547	2.784210402863724	2.950438904431433
ENSG00000114391	2.9356525484333162	2.97334954724195	2.443740581876288	2.9824551342945296	3.0963120338689114	2.8495233168439817	3.0171712176250614	2.9240310251436865	3.0100251998614382	3.070117190259132	2.9760191012490176	3.2229140138584995	2.827625718170122
ENSG00000197061	2.706034935182694	2.8600349418162354	2.863639898271213	3.0842737366048203	2.7274650383022254	2.6448814530778506	3.191302750575157	2.590116535773875	2.71303523555339	2.8171632972148224	2.941538395615248	2.784210402863724	2.488677035812789
ENSG00000131747	3.0821891632331937	2.732219489868553	2.3762900480414544	2.7215097261622607	2.828401424527329	2.797733953994658	2.8319525534549435	2.8655784833518188	3.0601380185832467	2.873132184549092	3.16113518340774	2.6536724656594326	2.827625718170122
ENSG00000166598	2.8704450789951514	2.9101782977544075	2.819833373346176	2.7014323991002818	2.9200772468595333	2.7242253507570835	2.752578567797237	2.9792547324682395	2.9015716699228835	2.6505110386333426	2.8687912206897366	2.935358639584429	2.950438904431433
ENSG00000153187	3.054549504457584	2.8937416429733607	2.9056076788892424	2.6386622369630524	2.8844089830241812	2.7242253507570835	3.1176257725304803	2.8854447261282035	2.9015716699228835	2.7578752035584846	2.7051926506149173	2.784210402863724	2.827625718170122
ENSG00000174444	3.054549504457584	2.9263491519010416	2.5069276034413663	2.7411918752662796	2.7274650383022254	2.8826170600385943	3.058571627792796	2.8655784833518188	3.0353954882059933	2.836169784003756	2.9760191012490176	2.8626375306542107	2.5930709540492063
ENSG00000166441	2.7638942158722997	2.7125496910537987	2.56635820688419	2.7604941030179084	2.769069933789831	2.779857149932886	2.951667926309592	2.737302583119265	2.8117401358578245	2.6041153650220688	2.7051926506149173	2.7210699427814067	2.3300132025472178
ENSG00000161011	2.166533415171936	1.7559570316219733	1.5593496778625875	1.7107219549169996	1.9238943204692895	1.7820464717602986	1.6711979182348191	1.5842348288786967	1.4177371591616834	1.2720201853206812	1.7320801114396989	1.9376981648133784	1.4092030443440948
ENSG00000242071	2.887149886094309	2.789008843104237	1.3874392024216788	2.367464471991997	2.9024021346432187	3.1010624099602917	3.0380856566550207	2.9427798284044515	3.130891712552468	2.5554619592236025	3.041606484772037	2.935358639584429	3.0174830441749068
ENSG00000187109	2.981911127021033	2.789008843104237	2.9056076788892424	3.0273667443330994	2.6616203186014418	2.7242253507570835	2.779742636556036	2.8034959629084995	3.0353954882059933	2.8911133649354883	2.9760191012490176	2.917668111740643	2.7739408606177527
ENSG00000008394	3.0116025801957034	2.8251523482948606	2.5069276034413663	2.6386622369630524	2.789240773090167	2.704971734719701	2.9739825108451683	2.7819147048075945	3.2982319520185785	2.5554619592236025	3.041606484772037	2.7636033957577584	3.0388681040673666
ENSG00000135506	3.2218958705648566	3.216670461587777	3.3336762084023035	3.1639875668184207	3.2833274407937187	3.2581244901428543	3.508226913135023	3.1739216508110317	3.372452319731047	3.024388109665253	3.1889111979009366	3.4564496705265375	3.120108939707846
ENSG00000138668	2.706034935182694	2.7125496910537987	2.819833373346176	2.9670248962424384	2.809012781138686	2.488801783625572	2.752578567797237	2.7598574035108325	3.0842831085952045	2.737304779871814	2.659739783593221	2.8435998161256606	2.6875895858852368
ENSG00000102317	2.6232822822664517	2.3300698122298296	2.7740195691933027	2.7014323991002818	2.5911325565940992	2.3872945794703218	3.0983259662941856	2.824621292497561	2.5232044791625534	3.1557429238411117	2.612122169072556	3.0818930076693496	3.1394282097452875
ENSG00000165119	2.8534564738119985	2.8937416429733607	2.945884876783333	2.9976508935818877	2.866086136593398	2.8826170600385943	3.0380856566550207	2.535811872549662	2.7470309561500894	2.77803099965418	2.7486690645314904	2.7636033957577584	2.7459774913169404
ENSG00000243859	2.836174260750944	3.180009912578878	2.726005662049133	3.041899961613058	3.153406630171502	3.005019229063561	3.078646334964781	3.081317632207388	3.218058100224769	3.1959546264749363	3.16113518340774	3.0969243523687617	2.9732900429207985
ENSG00000117450	2.744977330018373	3.10239245311238	2.3762900480414544	2.7794307992128187	2.70599494256096	2.602716602315934	2.9739825108451683	2.737302583119265	2.6413669755480282	2.8171632972148224	2.7903337728849547	2.6536724656594326	2.903107800963989
ENSG00000219928	2.8006871468137056	2.8427457367611098	2.3762900480414544	2.7604941030179084	2.9545169794721606	2.7242253507570835	3.0983259662941856	2.9049239769000628	3.0100251998614382	2.6505110386333426	3.041606484772037	2.9698276371823766	2.7739408606177527
ENSG00000150687	2.7824598867702033	2.942262665423057	2.5069276034413663	2.3953921494655783	2.9374453677370336	2.7242253507570835	2.9054869791678484	2.8453095597055285	2.983994467998088	2.77803099965418	2.905826181267292	2.4479739177566144	2.657065353270214
ENSG00000104904	2.7256956843880458	2.465997068683663	2.22598483706381	2.4999010008205125	2.7274650383022254	2.602716602315934	2.8815713193954786	2.6906069065596925	2.7470309561500894	2.3014030901326827	2.332609671946015	2.4190106462667242	2.717209621519688
ENSG00000119335	2.685979875523026	2.7515098393912547	2.726005662049133	2.9354312334490333	2.9024021346432187	2.975794429697644	3.078646334964781	2.737302583119265	3.0842831085952045	2.7578752035584846	3.16113518340774	2.784210402863724	2.80114350413161
ENSG00000100345	3.0404378123394995	2.8427457367611098	2.5069276034413663	2.7794307992128187	2.7484838413584374	2.535935972401916	3.0380856566550207	3.0144459045975824	2.957267985910577	2.77803099965418	3.103155660693246	2.676646719185408	2.7459774913169404
ENSG00000170421	3.1608002638819226	3.0327661984684884	2.675569635477776	2.7794307992128187	2.6840537487955904	3.1520679205457416	2.9288440140377667	3.1885549946972427	3.0601380185832467	2.8548217519374304	3.16113518340774	3.0353938340617344	2.927053355732266
ENSG00000075415	2.685979875523026	2.7704351028600565	2.726005662049133	3.0980084994333645	2.6386720581217435	2.9146505998374588	2.9739825108451683	2.8453095597055285	2.389184996784349	2.908776925251064	2.7486690645314904	2.7636033957577584	2.7459774913169404
ENSG00000110958	2.836174260750944	2.5856395935587795	2.863639898271213	2.4999010008205125	2.789240773090167	2.685340127345893	2.779742636556036	2.7598574035108325	2.929807537759658	2.9764672521070947	3.009350409769369	2.4479739177566144	2.950438904431433
ENSG00000213585	2.9356525484333162	2.942262665423057	3.2203409870036714	2.919252033075918	2.9024021346432187	3.01931746278374	3.0171712176250614	2.8655784833518188	2.8117401358578245	2.836169784003756	2.83033174590855	2.5301468796845668	2.878574760164208
ENSG00000110321	2.8006871468137056	2.7125496910537987	2.675569635477776	2.7411918752662796	2.6386720581217435	2.3872945794703218	2.9958100041656404	2.7819147048075945	2.983994467998088	2.8911133649354883	2.4539366213874554	2.5301468796845668	2.5594694808815084
ENSG00000181163	2.996867047359708	3.0327661984684884	2.3039587453607853	3.012619193869793	2.9200772468595333	2.5809481725109182	2.9739825108451683	2.8034959629084995	3.0601380185832467	2.77803099965418	2.905826181267292	2.8241926215920494	2.9732900429207985
ENSG00000117523	3.0261241264936527	3.018239715924228	3.0924992967699283	2.8690819212763228	3.0200302159305794	2.8495233168439817	3.1733861331727025	2.96118357354665	2.9015716699228835	2.873132184549092	2.7903337728849547	2.881319571284929	2.5594694808815084
ENSG00000169100	2.6446212505595708	2.5856395935587795	2.56635820688419	2.4999010008205125	2.4613437942509466	2.6448814530778506	3.0380856566550207	2.7142272808561216	2.929807537759658	2.234967018941043	2.7051926506149173	2.8044013211464702	2.5246995738640385
ENSG00000008018	2.6446212505595708	2.102117243697052	2.443740581876288	2.548325943845429	2.4886841852663344	2.180311846641641	2.6663569225350594	2.4174646861946107	2.5641630961335684	2.5554619592236025	2.332609671946015	2.5561028800427184	2.80114350413161
ENSG00000270906	3.0957276915941616	2.97334954724195	2.3039587453607853	2.9824551342945296	3.0357592019142183	2.8826170600385943	2.857069657601491	3.097359478792524	2.71303523555339	3.209007052065561	2.941538395615248	3.1826557359114025	2.853424679688444
ENSG00000167642	2.8534564738119985	3.0327661984684884	3.0924992967699283	3.189206690469755	3.3074023075931374	2.7616549397016037	3.3241333813478686	2.9240310251436865	3.5216901790682047	3.0551053194005537	3.2159365099761072	3.274188302134795	3.0388681040673666
ENSG00000130402	2.6446212505595708	2.7515098393912547	2.9056076788892424	2.9354312334490333	2.9200772468595333	2.975794429697644	2.695931228049864	2.737302583119265	3.0601380185832467	2.5800845271799484	3.041606484772037	2.3891834184862977	2.7459774913169404
ENSG00000221983	2.459612213447912	2.515584580233269	2.5069276034413663	2.3953921494655783	2.4886841852663344	2.665315389298337	2.857069657601491	2.3855521425628154	2.71303523555339	2.5302177826161296	2.194503286002198	2.3891834184862977	2.5594694808815084
ENSG00000176340	2.380340632982969	2.8427457367611098	2.22598483706381	2.449011216782616	2.5911325565940992	2.6240212455661163	3.0171712176250614	2.4174646861946107	2.435882527167609	2.5043197970686464	2.83033174590855	2.676646719185408	2.950438904431433
ENSG00000108424	2.8704450789951514	2.9263491519010416	2.726005662049133	2.66002641690654	2.866086136593398	2.5809481725109182	3.078646334964781	2.9049239769000628	3.0842831085952045	2.9261338919062436	2.7051926506149173	2.3891834184862977	3.176981858978544
ENSG00000206503	1.8005386372474168	1.7028688275942758	1.1797118194452545	1.5317711737406094	1.5889049814964908	1.6790743939249195	1.8216810185251395	1.5842348288786967	1.8266356568565487	0.6744841194280187	1.8432488097967388	1.7837765086213295	1.5117160613129583
ENSG00000099783	2.6446212505595708	2.7704351028600565	2.945884876783333	2.66002641690654	2.6386720581217435	2.8987620929131417	2.9739825108451683	2.616201591758859	3.0842831085952045	2.6948492580261068	2.941538395615248	2.6536724656594326	2.488677035812789
ENSG00000122565	2.7256956843880458	2.7704351028600565	2.443740581876288	2.6386622369630524	2.70599494256096	2.602716602315934	2.72465595944146	2.6906069065596925	2.7799088644524943	2.3934496771382205	2.8687912206897366	2.5561028800427184	2.6255799767242594
ENSG00000156508	2.8006871468137056	2.5856395935587795	2.1414128996313955	2.798015551282359	2.5911325565940992	2.866207081674417	2.6358812525486184	2.616201591758859	2.8117401358578245	2.7578752035584846	2.7486690645314904	2.7425627890534443	2.717209621519688
ENSG00000044574	2.7256956843880458	2.672009898488569	2.5069276034413663	2.6386622369630524	2.7484838413584374	2.9146505998374588	2.806188290740361	2.737302583119265	3.1534059069360643	2.6041153650220688	2.5621232530421887	2.8044013211464702	2.7459774913169404
ENSG00000147889	3.054549504457584	3.0888496342996827	3.249901566051052	3.0842737366048203	3.153406630171502	2.9146505998374588	3.508226913135023	3.1286911967436826	3.474376396964065	2.9764672521070947	3.317277182323489	3.274188302134795	2.927053355732266
ENSG00000198668	2.380340632982969	2.539485720381013	2.56635820688419	2.7794307992128187	2.4886841852663344	2.7242253507570835	2.5037440563004294	2.590116535773875	2.5232044791625534	2.422340729530659	2.5621232530421887	2.7636033957577584	2.5594694808815084
ENSG00000234851	2.380340632982969	2.8770303033851587	2.6224540728668497	2.6809436996161877	2.6386720581217435	2.6240212455661163	2.695931228049864	2.616201591758859	2.677843010628103	2.672925862916212	2.5094922676809914	2.7636033957577584	2.657065353270214
ENSG00000126777	2.6655143647861603	2.7125496910537987	2.3762900480414544	2.594513824469708	2.343831661134702	2.4136535814465607	2.6663569225350594	2.3855521425628154	2.6413669755480282	2.627582247514544	2.194503286002198	2.5034991715362125	2.451308227429758
ENSG00000171863	3.0957276915941616	2.6079415370416053	2.3039587453607853	2.9513528295979907	2.828401424527329	2.665315389298337	2.6663569225350594	2.8655784833518188	3.0842831085952045	2.908776925251064	2.941538395615248	2.8626375306542107	2.6875895858852368
ENSG00000144713	2.7638942158722997	2.8600349418162354	2.22598483706381	2.6386622369630524	2.809012781138686	2.4136535814465607	2.806188290740361	2.535811872549662	2.957267985910577	2.627582247514544	2.7486690645314904	2.784210402863724	2.412488600473205
ENSG00000170515	3.0684648246480064	2.8770303033851587	2.726005662049133	2.6386622369630524	2.9545169794721606	2.797733953994658	3.1551426452741778	2.96118357354665	2.7799088644524943	2.836169784003756	2.8687912206897366	2.676646719185408	2.7739408606177527
ENSG00000063177	2.5330587458097407	2.6511065642734972	2.3039587453607853	2.7794307992128187	3.0815140923997784	2.6448814530778506	2.857069657601491	2.7142272808561216	2.5232044791625534	2.234967018941043	3.009350409769369	2.4479739177566144	2.7739408606177527
ENSG00000169564	2.200021228456535	2.491098158135223	2.7740195691933027	2.7215097261622607	2.769069933789831	2.488801783625572	3.2262008058153255	2.8854447261282035	3.130891712552468	2.5800845271799484	2.905826181267292	2.676646719185408	2.6255799767242594
ENSG00000124172	2.6655143647861603	2.8600349418162354	2.5069276034413663	2.919252033075918	2.6616203186014418	2.9608553784312313	2.806188290740361	2.7142272808561216	2.7799088644524943	2.7163023109465234	2.4539366213874554	2.784210402863724	2.488677035812789
ENSG00000196531	2.6232822822664517	2.672009898488569	2.9056076788892424	2.919252033075918	2.5152969293346747	2.930290605281077	3.0380856566550207	2.9049239769000628	3.0601380185832467	2.6948492580261068	2.83033174590855	2.917668111740643	2.488677035812789
ENSG00000009307	3.054549504457584	2.8937416429733607	3.0924992967699283	2.919252033075918	2.809012781138686	2.8826170600385943	2.9288440140377667	2.824621292497561	3.130891712552468	2.5043197970686464	3.1325655663385645	2.8435998161256606	2.927053355732266
ENSG00000237973	2.836174260750944	2.8251523482948606	2.5069276034413663	2.7411918752662796	2.769069933789831	2.704971734719701	2.779742636556036	2.737302583119265	2.7799088644524943	2.9261338919062436	2.941538395615248	2.784210402863724	2.372100934538747
ENSG00000283429	2.6446212505595708	2.988537943892601	2.7740195691933027	2.8162612028590046	2.809012781138686	2.535935972401916	2.857069657601491	2.9049239769000628	3.0100251998614382	2.8911133649354883	2.5621232530421887	2.5301468796845668	2.7739408606177527
ENSG00000125868	2.685979875523026	2.8600349418162354	2.22598483706381	2.7014323991002818	2.5911325565940992	2.6448814530778506	2.6044475427180047	2.3855521425628154	2.8725153145830737	2.627582247514544	2.395112047787219	2.6991049885520875	2.6875895858852368
ENSG00000161016	2.9035802213350266	2.9101782977544075	2.56635820688419	2.7604941030179084	2.809012781138686	2.685340127345893	2.951667926309592	2.8034959629084995	2.7470309561500894	2.5800845271799484	2.8687912206897366	2.6301579595884625	2.6255799767242594
ENSG00000006327	2.6655143647861603	2.6079415370416053	2.6224540728668497	2.7411918752662796	2.6616203186014418	2.3602219269555587	2.752578567797237	2.641623479726876	2.435882527167609	2.0465489914439448	2.332609671946015	2.151007941877523	2.451308227429758
ENSG00000235297	2.484698567267668	2.491098158135223	2.675569635477776	2.6809436996161877	2.847421287247678	2.558695313348544	3.0171712176250614	2.616201591758859	2.8725153145830737	2.873132184549092	2.941538395615248	2.7636033957577584	2.6255799767242594
ENSG00000140416	2.9197449586443605	3.0470846802320892	3.0924992967699283	2.798015551282359	2.847421287247678	2.866207081674417	2.857069657601491	2.8854447261282035	2.9015716699228835	2.8548217519374304	2.395112047787219	2.6991049885520875	2.6255799767242594
ENSG00000196924	2.7256956843880458	2.8251523482948606	2.675569635477776	2.6386622369630524	2.8844089830241812	2.8495233168439817	3.078646334964781	2.641623479726876	2.677843010628103	2.450420473716831	3.103155660693246	2.6536724656594326	2.9732900429207985
ENSG00000172115	2.6655143647861603	2.629756935025604	2.5069276034413663	2.8162612028590046	2.866086136593398	2.779857149932886	2.806188290740361	2.7819147048075945	2.983994467998088	2.737304779871814	2.659739783593221	2.6301579595884625	2.80114350413161
