GENES,F20,F18,F22,E18,E19,F24,E22,E24,F23,F19,E23
ENSG00000161970,3.2982319520185785,3.1551426452741778,3.009350409769369,3.109085373869432,3.2973212360843536,3.265123807232696,3.2378135578940235,3.1010624099602917,3.1548873191715963,3.1286911967436826,3.2954373223452595
ENSG00000197958,3.3173098376099186,3.0380856566550207,3.009350409769369,3.1481201014912794,3.204598997658998,3.0174830441749068,3.176676627062117,3.2123708036038834,2.9698276371823766,3.1885549946972427,3.0815140923997784
ENSG00000109971,3.1754243532599418,3.1176257725304803,3.2678900386788565,3.2218958705648566,2.97334954724195,3.059805401885426,3.1511354227277844,3.074549687214033,3.0353938340617344,3.159070988135442,2.9024021346432187
ENSG00000198431,2.8117401358578245,2.5384509643215534,1.943286174321888,2.13188519661947,2.3300698122298296,2.451308227429758,2.66002641690654,2.2439467454330733,2.3584391029237017,2.563332783431971,2.4613437942509466
ENSG00000154582,3.372452319731047,3.4274462640945513,3.2928884657656745,3.2906007434205766,3.4973054073250998,3.5173250302026733,3.317574204953684,3.459933138935801,3.1826557359114025,3.4436125819222307,3.3424615549413086
ENSG00000131469,3.3173098376099186,3.136560138052624,2.9760191012490176,2.9356525484333162,3.3192180831885776,3.059805401885426,3.0703476999164914,3.2581244901428543,3.2359811588083063,3.0650142434610053,3.1807762814228493
ENSG00000164032,3.2982319520185785,3.3395620719248647,3.2159365099761072,3.1979036636186624,3.2635498341249214,2.950438904431433,3.0273667443330994,3.1766271418227947,3.1548873191715963,3.258672285781302,3.066493878568555
ENSG00000105372,3.107858931243811,3.2262008058153255,3.1889111979009366,3.0404378123394995,3.0612010338394366,2.995630651354313,3.0842737366048203,3.139558359729112,2.9527416450062773,3.097359478792524,3.004049870045528
ENSG00000173812,2.983994467998088,2.951667926309592,2.905826181267292,2.9197449586443605,2.988537943892601,2.827625718170122,2.9976508935818877,2.930290605281077,3.1407084966861407,3.0144459045975824,2.9374453677370336
ENSG00000186468,2.929807537759658,3.078646334964781,2.8687912206897366,3.1481201014912794,3.0327661984684884,2.995630651354313,2.8860865021353748,2.930290605281077,3.0194008881689447,2.96118357354665,2.8844089830241812
ENSG00000149273,3.1754243532599418,3.136560138052624,3.1889111979009366,3.0404378123394995,2.988537943892601,2.9732900429207985,2.8860865021353748,2.975794429697644,2.899658984471011,3.1131480423179405,2.8844089830241812
ENSG00000119705,3.196968414084671,2.951667926309592,3.103155660693246,2.9197449586443605,2.789008843104237,3.0388681040673666,2.8690819212763228,2.8987620929131417,2.8626375306542107,2.824621292497561,3.0200302159305794
ENSG00000106366,1.8266356568565487,1.8216810185251395,1.7320801114396989,1.979873409398733,1.9439413074674303,1.5117160613129583,0.9206750506597408,0.8975280590011101,1.532919970315405,1.0158166927187675,1.5889049814964908
ENSG00000106153,3.35440724914545,3.078646334964781,3.072854535637623,3.2336795109506355,3.2635498341249214,3.3615632815534764,3.3284664791049767,3.188684211030504,3.2488797535831635,3.487653988769402,3.3424615549413086
ENSG00000005022,3.4415425904847914,3.259921943519341,3.1889111979009366,3.2453259127562433,3.0327661984684884,2.995630651354313,3.2612587895552254,3.2240069735708663,3.2096738553438056,3.2721245046259235,3.233365877996701
ENSG00000229344,3.218058100224769,3.2262008058153255,3.364339597486257,3.3652109996497317,3.2520344088028508,3.1394282097452875,3.3065619814459613,3.2005976375112315,3.4029775212117954,3.3367980577949767,3.319225822985984
ENSG00000142864,3.3173098376099186,3.4274462640945513,3.4935385124059306,3.2568382359224763,3.0888496342996827,3.2481060013587464,3.2612587895552254,3.333477615202958,3.28660636385742,3.3367980577949767,3.233365877996701
ENSG00000132475,3.2387121824417537,3.058571627792796,3.1325655663385645,3.0404378123394995,2.8600349418162354,3.0174830441749068,2.9354312334490333,3.2692431405083866,3.0818930076693496,3.1286911967436826,3.0963120338689114
ENSG00000115310,2.7799088644524943,2.9739825108451683,3.1325655663385645,3.122266977882844,2.9579269007463145,2.903107800963989,2.7794307992128187,2.8152967825960467,2.899658984471011,2.824621292497561,2.433234844335313
ENSG00000136238,2.71303523555339,2.8319525534549435,2.612122169072556,2.601478015372653,2.270065611755776,2.878574760164208,2.9513528295979907,2.8495233168439817,2.7425627890534443,2.6664150851767108,2.5412197561846956
ENSG00000130726,2.983994467998088,3.0983259662941856,2.612122169072556,2.9513110441256023,2.8937416429733607,3.059805401885426,2.7604941030179084,2.685340127345893,3.111733097585172,2.641623479726876,2.8844089830241812
ENSG00000108953,3.336030560756962,3.3990011558651987,3.2159365099761072,3.1608002638819226,3.1548009296526702,3.195242737378209,3.2727784465787058,2.990513586693754,3.2229140138584995,3.0484406427753967,3.0357592019142183
ENSG00000136938,3.130891712552468,2.8815713193954786,3.2678900386788565,2.7638942158722997,3.0888496342996827,2.853424679688444,3.0562249865807183,3.0878939115722583,2.8241926215920494,2.824621292497561,3.004049870045528
ENSG00000155506,3.1754243532599418,3.20890400475322,3.009350409769369,3.0116025801957034,3.0888496342996827,3.0388681040673666,2.66002641690654,3.1644229237082886,2.7636033957577584,2.8453095597055285,2.789240773090167
ENSG00000218227,3.0842831085952045,3.0983259662941856,3.1889111979009366,3.0116025801957034,3.192380031103144,2.950438904431433,3.1381159481405287,3.1140597504498424,2.899658984471011,3.1885549946972427,3.004049870045528
ENSG00000262902,3.1754243532599418,3.1176257725304803,3.072854535637623,2.9667281266411933,3.018239715924228,3.230793568631982,3.1511354227277844,2.975794429697644,2.917668111740643,2.9792547324682395,3.0963120338689114
ENSG00000111716,3.35440724914545,3.3990011558651987,3.16113518340774,3.434638980021397,3.180009912578878,3.230793568631982,2.798015551282359,3.0878939115722583,3.0666322691641046,3.097359478792524,3.2204754803485955
ENSG00000108821,1.7390009033819025,1.1503402211255709,0.8455493091481976,1.125127215985958,1.2221543144585738,1.0178550611104666,1.1363507512358095,0.4583182771506213,0.6883650555671055,0.5333581379636471,0.9648240648746302
ENSG00000132341,3.0353954882059933,3.369723174486745,3.317277182323489,3.0261241264936527,3.180009912578878,3.0388681040673666,3.2841669109641747,2.9608553784312313,3.0353938340617344,3.1739216508110317,3.1108941856294763
ENSG00000188846,3.0601380185832467,3.1176257725304803,2.8687912206897366,2.9667281266411933,3.0751208866645143,3.0174830441749068,2.7604941030179084,2.9608553784312313,2.935358639584429,3.0144459045975824,2.6616203186014418
ENSG00000225630,2.957267985910577,2.779742636556036,3.16113518340774,3.2336795109506355,3.3192180831885776,2.950438904431433,3.0980084994333645,3.01931746278374,3.0818930076693496,2.99700511287013,3.2204754803485955
ENSG00000026508,1.7390009033819025,2.3514492864544345,2.612122169072556,2.2942398221715004,2.064856497291994,2.372100934538747,2.422561015629579,2.2439467454330733,2.2250366034351297,2.3184990833745385,2.433234844335313
ENSG00000163466,3.0100251998614382,3.191302750575157,2.7903337728849547,2.6232822822664517,2.732219489868553,2.950438904431433,2.66002641690654,2.8325564745289613,2.784210402863724,2.737302583119265,2.9200772468595333
ENSG00000114391,3.0100251998614382,3.0171712176250614,2.9760191012490176,2.9356525484333162,2.97334954724195,2.827625718170122,2.9824551342945296,2.8495233168439817,3.2229140138584995,2.9240310251436865,3.0963120338689114
ENSG00000197061,2.71303523555339,3.191302750575157,2.941538395615248,2.706034935182694,2.8600349418162354,2.488677035812789,3.0842737366048203,2.6448814530778506,2.784210402863724,2.590116535773875,2.7274650383022254
ENSG00000131747,3.0601380185832467,2.8319525534549435,3.16113518340774,3.0821891632331937,2.732219489868553,2.827625718170122,2.7215097261622607,2.797733953994658,2.6536724656594326,2.8655784833518188,2.828401424527329
ENSG00000166598,2.9015716699228835,2.752578567797237,2.8687912206897366,2.8704450789951514,2.9101782977544075,2.950438904431433,2.7014323991002818,2.7242253507570835,2.935358639584429,2.9792547324682395,2.9200772468595333
ENSG00000153187,2.9015716699228835,3.1176257725304803,2.7051926506149173,3.054549504457584,2.8937416429733607,2.827625718170122,2.6386622369630524,2.7242253507570835,2.784210402863724,2.8854447261282035,2.8844089830241812
ENSG00000174444,3.0353954882059933,3.058571627792796,2.9760191012490176,3.054549504457584,2.9263491519010416,2.5930709540492063,2.7411918752662796,2.8826170600385943,2.8626375306542107,2.8655784833518188,2.7274650383022254
ENSG00000166441,2.8117401358578245,2.951667926309592,2.7051926506149173,2.7638942158722997,2.7125496910537987,2.3300132025472178,2.7604941030179084,2.779857149932886,2.7210699427814067,2.737302583119265,2.769069933789831
ENSG00000161011,1.4177371591616834,1.6711979182348191,1.7320801114396989,2.166533415171936,1.7559570316219733,1.4092030443440948,1.7107219549169996,1.7820464717602986,1.9376981648133784,1.5842348288786967,1.9238943204692895
ENSG00000242071,3.130891712552468,3.0380856566550207,3.041606484772037,2.887149886094309,2.789008843104237,3.0174830441749068,2.367464471991997,3.1010624099602917,2.935358639584429,2.9427798284044515,2.9024021346432187
ENSG00000187109,3.0353954882059933,2.779742636556036,2.9760191012490176,2.981911127021033,2.789008843104237,2.7739408606177527,3.0273667443330994,2.7242253507570835,2.917668111740643,2.8034959629084995,2.6616203186014418
ENSG00000008394,3.2982319520185785,2.9739825108451683,3.041606484772037,3.0116025801957034,2.8251523482948606,3.0388681040673666,2.6386622369630524,2.704971734719701,2.7636033957577584,2.7819147048075945,2.789240773090167
ENSG00000135506,3.372452319731047,3.508226913135023,3.1889111979009366,3.2218958705648566,3.216670461587777,3.120108939707846,3.1639875668184207,3.2581244901428543,3.4564496705265375,3.1739216508110317,3.2833274407937187
ENSG00000138668,3.0842831085952045,2.752578567797237,2.659739783593221,2.706034935182694,2.7125496910537987,2.6875895858852368,2.9670248962424384,2.488801783625572,2.8435998161256606,2.7598574035108325,2.809012781138686
ENSG00000102317,2.5232044791625534,3.0983259662941856,2.612122169072556,2.6232822822664517,2.3300698122298296,3.1394282097452875,2.7014323991002818,2.3872945794703218,3.0818930076693496,2.824621292497561,2.5911325565940992
ENSG00000165119,2.7470309561500894,3.0380856566550207,2.7486690645314904,2.8534564738119985,2.8937416429733607,2.7459774913169404,2.9976508935818877,2.8826170600385943,2.7636033957577584,2.535811872549662,2.866086136593398
ENSG00000243859,3.218058100224769,3.078646334964781,3.16113518340774,2.836174260750944,3.180009912578878,2.9732900429207985,3.041899961613058,3.005019229063561,3.0969243523687617,3.081317632207388,3.153406630171502
ENSG00000117450,2.6413669755480282,2.9739825108451683,2.7903337728849547,2.744977330018373,3.10239245311238,2.903107800963989,2.7794307992128187,2.602716602315934,2.6536724656594326,2.737302583119265,2.70599494256096
ENSG00000219928,3.0100251998614382,3.0983259662941856,3.041606484772037,2.8006871468137056,2.8427457367611098,2.7739408606177527,2.7604941030179084,2.7242253507570835,2.9698276371823766,2.9049239769000628,2.9545169794721606
ENSG00000150687,2.983994467998088,2.9054869791678484,2.905826181267292,2.7824598867702033,2.942262665423057,2.657065353270214,2.3953921494655783,2.7242253507570835,2.4479739177566144,2.8453095597055285,2.9374453677370336
ENSG00000104904,2.7470309561500894,2.8815713193954786,2.332609671946015,2.7256956843880458,2.465997068683663,2.717209621519688,2.4999010008205125,2.602716602315934,2.4190106462667242,2.6906069065596925,2.7274650383022254
ENSG00000119335,3.0842831085952045,3.078646334964781,3.16113518340774,2.685979875523026,2.7515098393912547,2.80114350413161,2.9354312334490333,2.975794429697644,2.784210402863724,2.737302583119265,2.9024021346432187
ENSG00000100345,2.957267985910577,3.0380856566550207,3.103155660693246,3.0404378123394995,2.8427457367611098,2.7459774913169404,2.7794307992128187,2.535935972401916,2.676646719185408,3.0144459045975824,2.7484838413584374
ENSG00000170421,3.0601380185832467,2.9288440140377667,3.16113518340774,3.1608002638819226,3.0327661984684884,2.927053355732266,2.7794307992128187,3.1520679205457416,3.0353938340617344,3.1885549946972427,2.6840537487955904
ENSG00000075415,2.389184996784349,2.9739825108451683,2.7486690645314904,2.685979875523026,2.7704351028600565,2.7459774913169404,3.0980084994333645,2.9146505998374588,2.7636033957577584,2.8453095597055285,2.6386720581217435
ENSG00000110958,2.929807537759658,2.779742636556036,3.009350409769369,2.836174260750944,2.5856395935587795,2.950438904431433,2.4999010008205125,2.685340127345893,2.4479739177566144,2.7598574035108325,2.789240773090167
ENSG00000213585,2.8117401358578245,3.0171712176250614,2.83033174590855,2.9356525484333162,2.942262665423057,2.878574760164208,2.919252033075918,3.01931746278374,2.5301468796845668,2.8655784833518188,2.9024021346432187
ENSG00000110321,2.983994467998088,2.9958100041656404,2.4539366213874554,2.8006871468137056,2.7125496910537987,2.5594694808815084,2.7411918752662796,2.3872945794703218,2.5301468796845668,2.7819147048075945,2.6386720581217435
ENSG00000181163,3.0601380185832467,2.9739825108451683,2.905826181267292,2.996867047359708,3.0327661984684884,2.9732900429207985,3.012619193869793,2.5809481725109182,2.8241926215920494,2.8034959629084995,2.9200772468595333
ENSG00000117523,2.9015716699228835,3.1733861331727025,2.7903337728849547,3.0261241264936527,3.018239715924228,2.5594694808815084,2.8690819212763228,2.8495233168439817,2.881319571284929,2.96118357354665,3.0200302159305794
ENSG00000169100,2.929807537759658,3.0380856566550207,2.7051926506149173,2.6446212505595708,2.5856395935587795,2.5246995738640385,2.4999010008205125,2.6448814530778506,2.8044013211464702,2.7142272808561216,2.4613437942509466
ENSG00000008018,2.5641630961335684,2.6663569225350594,2.332609671946015,2.6446212505595708,2.102117243697052,2.80114350413161,2.548325943845429,2.180311846641641,2.5561028800427184,2.4174646861946107,2.4886841852663344
ENSG00000270906,2.71303523555339,2.857069657601491,2.941538395615248,3.0957276915941616,2.97334954724195,2.853424679688444,2.9824551342945296,2.8826170600385943,3.1826557359114025,3.097359478792524,3.0357592019142183
ENSG00000167642,3.5216901790682047,3.3241333813478686,3.2159365099761072,2.8534564738119985,3.0327661984684884,3.0388681040673666,3.189206690469755,2.7616549397016037,3.274188302134795,2.9240310251436865,3.3074023075931374
ENSG00000130402,3.0601380185832467,2.695931228049864,3.041606484772037,2.6446212505595708,2.7515098393912547,2.7459774913169404,2.9354312334490333,2.975794429697644,2.3891834184862977,2.737302583119265,2.9200772468595333
ENSG00000221983,2.71303523555339,2.857069657601491,2.194503286002198,2.459612213447912,2.515584580233269,2.5594694808815084,2.3953921494655783,2.665315389298337,2.3891834184862977,2.3855521425628154,2.4886841852663344
ENSG00000176340,2.435882527167609,3.0171712176250614,2.83033174590855,2.380340632982969,2.8427457367611098,2.950438904431433,2.449011216782616,2.6240212455661163,2.676646719185408,2.4174646861946107,2.5911325565940992
ENSG00000108424,3.0842831085952045,3.078646334964781,2.7051926506149173,2.8704450789951514,2.9263491519010416,3.176981858978544,2.66002641690654,2.5809481725109182,2.3891834184862977,2.9049239769000628,2.866086136593398
ENSG00000206503,1.8266356568565487,1.8216810185251395,1.8432488097967388,1.8005386372474168,1.7028688275942758,1.5117160613129583,1.5317711737406094,1.6790743939249195,1.7837765086213295,1.5842348288786967,1.5889049814964908
ENSG00000099783,3.0842831085952045,2.9739825108451683,2.941538395615248,2.6446212505595708,2.7704351028600565,2.488677035812789,2.66002641690654,2.8987620929131417,2.6536724656594326,2.616201591758859,2.6386720581217435
ENSG00000122565,2.7799088644524943,2.72465595944146,2.8687912206897366,2.7256956843880458,2.7704351028600565,2.6255799767242594,2.6386622369630524,2.602716602315934,2.5561028800427184,2.6906069065596925,2.70599494256096
ENSG00000156508,2.8117401358578245,2.6358812525486184,2.7486690645314904,2.8006871468137056,2.5856395935587795,2.717209621519688,2.798015551282359,2.866207081674417,2.7425627890534443,2.616201591758859,2.5911325565940992
ENSG00000044574,3.1534059069360643,2.806188290740361,2.5621232530421887,2.7256956843880458,2.672009898488569,2.7459774913169404,2.6386622369630524,2.9146505998374588,2.8044013211464702,2.737302583119265,2.7484838413584374
ENSG00000147889,3.474376396964065,3.508226913135023,3.317277182323489,3.054549504457584,3.0888496342996827,2.927053355732266,3.0842737366048203,2.9146505998374588,3.274188302134795,3.1286911967436826,3.153406630171502
ENSG00000198668,2.5232044791625534,2.5037440563004294,2.5621232530421887,2.380340632982969,2.539485720381013,2.5594694808815084,2.7794307992128187,2.7242253507570835,2.7636033957577584,2.590116535773875,2.4886841852663344
ENSG00000234851,2.677843010628103,2.695931228049864,2.5094922676809914,2.380340632982969,2.8770303033851587,2.657065353270214,2.6809436996161877,2.6240212455661163,2.7636033957577584,2.616201591758859,2.6386720581217435
ENSG00000126777,2.6413669755480282,2.6663569225350594,2.194503286002198,2.6655143647861603,2.7125496910537987,2.451308227429758,2.594513824469708,2.4136535814465607,2.5034991715362125,2.3855521425628154,2.343831661134702
ENSG00000171863,3.0842831085952045,2.6663569225350594,2.941538395615248,3.0957276915941616,2.6079415370416053,2.6875895858852368,2.9513528295979907,2.665315389298337,2.8626375306542107,2.8655784833518188,2.828401424527329
ENSG00000144713,2.957267985910577,2.806188290740361,2.7486690645314904,2.7638942158722997,2.8600349418162354,2.412488600473205,2.6386622369630524,2.4136535814465607,2.784210402863724,2.535811872549662,2.809012781138686
ENSG00000170515,2.7799088644524943,3.1551426452741778,2.8687912206897366,3.0684648246480064,2.8770303033851587,2.7739408606177527,2.6386622369630524,2.797733953994658,2.676646719185408,2.96118357354665,2.9545169794721606
ENSG00000063177,2.5232044791625534,2.857069657601491,3.009350409769369,2.5330587458097407,2.6511065642734972,2.7739408606177527,2.7794307992128187,2.6448814530778506,2.4479739177566144,2.7142272808561216,3.0815140923997784
ENSG00000169564,3.130891712552468,3.2262008058153255,2.905826181267292,2.200021228456535,2.491098158135223,2.6255799767242594,2.7215097261622607,2.488801783625572,2.676646719185408,2.8854447261282035,2.769069933789831
ENSG00000124172,2.7799088644524943,2.806188290740361,2.4539366213874554,2.6655143647861603,2.8600349418162354,2.488677035812789,2.919252033075918,2.9608553784312313,2.784210402863724,2.7142272808561216,2.6616203186014418
ENSG00000196531,3.0601380185832467,3.0380856566550207,2.83033174590855,2.6232822822664517,2.672009898488569,2.488677035812789,2.919252033075918,2.930290605281077,2.917668111740643,2.9049239769000628,2.5152969293346747
ENSG00000009307,3.130891712552468,2.9288440140377667,3.1325655663385645,3.054549504457584,2.8937416429733607,2.927053355732266,2.919252033075918,2.8826170600385943,2.8435998161256606,2.824621292497561,2.809012781138686
ENSG00000237973,2.7799088644524943,2.779742636556036,2.941538395615248,2.836174260750944,2.8251523482948606,2.372100934538747,2.7411918752662796,2.704971734719701,2.784210402863724,2.737302583119265,2.769069933789831
ENSG00000283429,3.0100251998614382,2.857069657601491,2.5621232530421887,2.6446212505595708,2.988537943892601,2.7739408606177527,2.8162612028590046,2.535935972401916,2.5301468796845668,2.9049239769000628,2.809012781138686
ENSG00000125868,2.8725153145830737,2.6044475427180047,2.395112047787219,2.685979875523026,2.8600349418162354,2.6875895858852368,2.7014323991002818,2.6448814530778506,2.6991049885520875,2.3855521425628154,2.5911325565940992
ENSG00000161016,2.7470309561500894,2.951667926309592,2.8687912206897366,2.9035802213350266,2.9101782977544075,2.6255799767242594,2.7604941030179084,2.685340127345893,2.6301579595884625,2.8034959629084995,2.809012781138686
ENSG00000006327,2.435882527167609,2.752578567797237,2.332609671946015,2.6655143647861603,2.6079415370416053,2.451308227429758,2.7411918752662796,2.3602219269555587,2.151007941877523,2.641623479726876,2.6616203186014418
ENSG00000235297,2.8725153145830737,3.0171712176250614,2.941538395615248,2.484698567267668,2.491098158135223,2.6255799767242594,2.6809436996161877,2.558695313348544,2.7636033957577584,2.616201591758859,2.847421287247678
ENSG00000140416,2.9015716699228835,2.857069657601491,2.395112047787219,2.9197449586443605,3.0470846802320892,2.6255799767242594,2.798015551282359,2.866207081674417,2.6991049885520875,2.8854447261282035,2.847421287247678
ENSG00000196924,2.677843010628103,3.078646334964781,3.103155660693246,2.7256956843880458,2.8251523482948606,2.9732900429207985,2.6386622369630524,2.8495233168439817,2.6536724656594326,2.641623479726876,2.8844089830241812
ENSG00000172115,2.983994467998088,2.806188290740361,2.659739783593221,2.6655143647861603,2.629756935025604,2.80114350413161,2.8162612028590046,2.779857149932886,2.6301579595884625,2.7819147048075945,2.866086136593398
ENSG00000143761,2.435882527167609,2.6663569225350594,2.1175694944688788,2.685979875523026,2.6924852150526224,2.5930709540492063,2.3387343760135995,2.512646556280003,2.5034991715362125,2.4174646861946107,2.56648753502476
ENSG00000164924,2.6035099057532824,2.752578567797237,2.612122169072556,2.43388030514666,2.8427457367611098,2.657065353270214,2.7215097261622607,2.535935972401916,2.676646719185408,2.590116535773875,2.6386720581217435
ENSG00000131236,3.0842831085952045,3.0983259662941856,3.103155660693246,2.8006871468137056,3.1548009296526702,2.80114350413161,2.9354312334490333,2.8495233168439817,2.6991049885520875,2.96118357354665,3.004049870045528
ENSG00000111669,3.1754243532599418,2.9739825108451683,2.7903337728849547,3.054549504457584,2.8770303033851587,3.0174830441749068,2.919252033075918,3.074549687214033,2.9527416450062773,2.590116535773875,2.847421287247678
ENSG00000011304,2.842589356975087,3.1176257725304803,2.5621232530421887,2.2942398221715004,2.6511065642734972,2.80114350413161,2.6168316462236088,2.975794429697644,2.5301468796845668,2.8034959629084995,2.6840537487955904
ENSG00000164111,2.288690330418187,2.571993598287207,2.395112047787219,2.166533415171936,2.206229769791662,2.6875895858852368,2.594513824469708,2.112350687559125,2.326719510962986,2.3855521425628154,2.245643741973999
ENSG00000145741,2.5232044791625534,2.5037440563004294,2.659739783593221,2.6446212505595708,2.6079415370416053,2.7459774913169404,2.7014323991002818,2.488801783625572,2.5561028800427184,2.3525875218069245,2.70599494256096
ENSG00000118181,2.957267985910577,2.752578567797237,2.7903337728849547,2.4074687383390714,2.515584580233269,2.7739408606177527,2.7215097261622607,2.779857149932886,2.8626375306542107,2.6664150851767108,2.809012781138686
ENSG00000147403,2.677843010628103,2.779742636556036,2.8687912206897366,2.7824598867702033,2.6511065642734972,2.878574760164208,2.9670248962424384,2.7616549397016037,2.6536724656594326,2.96118357354665,2.4613437942509466
ENSG00000106803,2.677843010628103,2.6044475427180047,2.7486690645314904,2.352456023311121,2.138039356080488,2.5594694808815084,2.524406565585672,2.2439467454330733,2.784210402863724,2.3184990833745385,2.4613437942509466
ENSG00000142089,1.981765143851296,1.3920215809947856,1.8432488097967388,1.6971643667905076,1.306656889096427,1.689751109143946,1.5317711737406094,1.623318283324109,1.0922310265363588,1.5842348288786967,1.97024568578297
ENSG00000150991,2.5641630961335684,2.8319525534549435,2.395112047787219,2.5091709664144837,2.270065611755776,2.2401191773187983,2.367464471991997,2.3602219269555587,2.5561028800427184,2.3855521425628154,2.769069933789831
ENSG00000100097,2.4804963409059084,2.3917519732811154,1.943286174321888,2.0200969749905093,2.0261534740388503,2.088030949626998,1.9521675931703708,2.3602219269555587,1.601775496823157,1.993587358265111,2.097653932290461
ENSG00000181524,2.71303523555339,2.8815713193954786,3.2422506325320066,2.706034935182694,2.6079415370416053,2.878574760164208,2.7215097261622607,2.8826170600385943,2.8044013211464702,2.616201591758859,2.6840537487955904
ENSG00000103187,2.5641630961335684,2.3917519732811154,2.7051926506149173,2.484698567267668,2.465997068683663,2.657065353270214,2.4999010008205125,2.558695313348544,2.2600923681785776,2.3184990833745385,2.4043128731011283
ENSG00000204525,1.7390009033819025,1.5865134714122782,1.6069890837195968,1.6971643667905076,0.7872049097540249,1.6046904234017885,1.5950469851464726,1.5015126666963874,1.1972714076684876,1.2430776505146903,1.5202824910847432
ENSG00000111057,3.0100251998614382,2.857069657601491,2.7486690645314904,2.9513110441256023,2.8600349418162354,2.903107800963989,2.9354312334490333,2.930290605281077,3.0031480051672945,2.8453095597055285,2.8844089830241812
ENSG00000088832,2.8725153145830737,2.4677891343364937,2.612122169072556,2.836174260750944,2.515584580233269,2.451308227429758,2.548325943845429,2.704971734719701,2.476121876876139,2.507512074908348,2.56648753502476
ENSG00000131143,2.9015716699228835,2.752578567797237,2.659739783593221,2.5330587458097407,2.6511065642734972,2.6875895858852368,2.7794307992128187,2.7431152567738235,2.5561028800427184,2.641623479726876,2.828401424527329
ENSG00000089280,2.5232044791625534,3.078646334964781,2.5621232530421887,2.3237715036903843,2.413821755312331,2.5246995738640385,2.548325943845429,2.4136535814465607,2.151007941877523,2.535811872549662,2.7274650383022254
ENSG00000140264,2.3401995299890537,2.571993598287207,2.7903337728849547,2.200021228456535,2.6079415370416053,2.1413388149122516,2.214771748364992,2.076555757340844,1.8889767132421191,2.0404600276228955,2.2106484639751343
ENSG00000182774,3.0353954882059933,2.695931228049864,2.659739783593221,2.484698567267668,2.732219489868553,2.903107800963989,2.474779795140703,2.5809481725109182,2.5301468796845668,2.7819147048075945,2.4886841852663344
ENSG00000113739,2.389184996784349,2.309453831212128,2.2659387583514485,2.3237715036903843,2.539485720381013,2.286075966975496,1.9941745167476823,1.9607746414466645,1.7837765086213295,1.993587358265111,2.2106484639751343
ENSG00000102172,2.8725153145830737,2.9288440140377667,2.659739783593221,2.8006871468137056,2.9579269007463145,2.853424679688444,2.7215097261622607,2.779857149932886,2.676646719185408,3.159070988135442,2.8844089830241812
ENSG00000173113,2.389184996784349,2.4677891343364937,2.0342198732465477,2.5330587458097407,2.5628289058407345,2.1919481955522104,2.214771748364992,2.2126353856990386,2.1887071466327632,2.563332783431971,2.433234844335313
ENSG00000117724,2.6413669755480282,2.695931228049864,2.83033174590855,2.9197449586443605,2.7515098393912547,2.1919481955522104,2.7014323991002818,2.2126353856990386,2.4190106462667242,2.283207488987023,2.1743839655517982
ENSG00000123689,3.3901775291362157,2.9958100041656404,2.941538395615248,2.887149886094309,3.10239245311238,2.80114350413161,3.0273667443330994,2.990513586693754,2.899658984471011,2.737302583119265,2.9024021346432187
ENSG00000139644,2.5232044791625534,2.6044475427180047,2.2659387583514485,2.484698567267668,2.413821755312331,2.412488600473205,2.548325943845429,2.488801783625572,2.476121876876139,2.2086526058801232,2.3121615982006736
ENSG00000170889,2.71303523555339,2.779742636556036,2.332609671946015,2.6446212505595708,2.172715691922316,2.286075966975496,2.367464471991997,2.685340127345893,2.5561028800427184,2.4483902357090885,2.4886841852663344
ENSG00000245910,3.1754243532599418,3.0380856566550207,3.041606484772037,2.9513110441256023,2.6924852150526224,2.927053355732266,2.9670248962424384,2.7616549397016037,2.8435998161256606,2.9049239769000628,2.5911325565940992
ENSG00000062716,2.5232044791625534,2.5037440563004294,2.8687912206897366,2.0587649741737533,2.064856497291994,2.088030949626998,2.073238637848157,1.5642689056891417,2.151007941877523,1.9444091313052736,2.097653932290461
ENSG00000158417,2.7470309561500894,2.6044475427180047,2.7051926506149173,2.887149886094309,2.789008843104237,2.5594694808815084,2.7215097261622607,2.930290605281077,2.899658984471011,2.590116535773875,3.0200302159305794
ENSG00000088247,2.6413669755480282,2.6358812525486184,2.612122169072556,2.7638942158722997,2.6079415370416053,2.657065353270214,2.1812217989144536,2.665315389298337,2.7636033957577584,2.737302583119265,2.3121615982006736
ENSG00000088986,2.8725153145830737,2.857069657601491,2.83033174590855,2.380340632982969,2.5856395935587795,2.853424679688444,2.6809436996161877,2.3602219269555587,2.6060771791392203,2.507512074908348,2.6840537487955904
ENSG00000113810,2.6413669755480282,2.72465595944146,2.659739783593221,2.5791877049152414,2.7125496910537987,1.7681402545969311,2.6386622369630524,2.5809481725109182,2.4190106462667242,2.641623479726876,2.7484838413584374
ENSG00000130826,2.4804963409059084,2.8319525534549435,2.8687912206897366,2.7824598867702033,3.3511897751240625,2.878574760164208,2.798015551282359,2.779857149932886,2.5814021759324444,2.641623479726876,3.0963120338689114
ENSG00000198258,2.677843010628103,3.1176257725304803,2.2659387583514485,2.5791877049152414,2.440249656323187,2.5594694808815084,2.6168316462236088,2.2743073965860763,2.7210699427814067,2.4783880156731413,2.343831661134702
ENSG00000106028,2.842589356975087,2.6663569225350594,2.612122169072556,2.43388030514666,2.465997068683663,2.80114350413161,2.3091543838340334,2.535935972401916,2.676646719185408,2.4483902357090885,2.6386720581217435
