,E18,E19,E20,E22,E23,E24,F18,F19,F20,F21,F22,F23,F24
ENSG00000105193,3.1608002638819226,3.2861903456812476,2.9056076788892424,3.3065619814459613,3.0200302159305794,3.200597637511231,3.243203507324315,3.159070988135442,3.3901775291362153,3.319392579124974,3.2678900386788565,3.1962560401995876,3.2131761273866393
ENSG00000115053,3.4152893548028183,3.450932543705624,3.333676208402303,3.317574204953684,3.1394356688230207,3.3641110403750822,3.1733861331727025,3.3736852334332394,3.196968414084671,3.209007052065561,3.0093504097693695,3.298872106892584,3.230793568631982
ENSG00000197747,2.935652548433316,3.115754311962855,3.333676208402303,2.834179907093982,3.233365877996701,2.8152967825960467,3.0983259662941856,3.1286911967436826,3.0842831085952045,3.0398646532680558,3.2159365099761072,2.986626595620599,3.120108939707846
ENSG00000115268,2.9667281266411933,2.8427457367611098,2.5069276034413663,2.8860865021353748,3.125266750803049,2.665315389298337,3.1365601380526233,2.8854447261282035,2.929807537759658,2.8361697840037556,2.9415383956152477,2.881319571284929,3.038868104067367
ENSG00000143321,3.0404378123394995,2.9422626654230575,2.9458848767833326,2.616831646223609,2.847421287247678,2.743115256773823,3.1365601380526233,2.803495962908499,2.779908864452494,2.5302177826161296,2.9760191012490176,2.9527416450062773,2.6570653532702146
ENSG00000127184,3.2568382359224763,3.274934162630076,3.05781129208538,2.902806755359891,2.971302036390089,3.1520679205457416,3.521077983646119,3.2984979323654424,3.3901775291362153,3.113846247995426,3.292888465765675,3.126325740183723,3.230793568631982
ENSG00000117525,3.4152893548028183,3.469740519522209,3.527841834665108,3.5509400996120033,3.5013941756484557,3.4035483665237973,3.4686520560857135,3.52983729578995,3.6515210520733214,3.4799671052816605,3.242250632532006,3.4668093549689423,3.421048520603738
ENSG00000169567,2.623282282266452,2.8600349418162354,2.8198333733461753,2.4999010008205125,2.6386720581217435,2.9302906052810775,2.72465595944146,2.641623479726876,3.0842831085952045,2.7780309996541797,2.7903337728849547,2.530146879684567,2.80114350413161
ENSG00000237550,2.9968670473597077,3.180009912578878,3.021876657129415,3.111557171577625,3.283327440793719,3.333477615202958,3.259921943519341,3.1131480423179405,3.336030560756962,3.1280077417286383,3.103155660693246,3.298872106892584,2.9031078009639892
ENSG00000108107,2.706034935182693,3.0751208866645143,2.56635820688419,2.8860865021353748,2.9200772468595333,2.8325564745289613,3.1365601380526233,2.9792547324682395,3.0100251998614382,2.926133891906244,2.83033174590855,3.1117330975851716,2.9732900429207985
ENSG00000110700,3.0261241264936527,3.0034991002628986,2.56635820688419,2.798015551282359,2.847421287247678,3.0878939115722583,3.0380856566550207,3.217194533488922,2.9572679859105775,2.926133891906244,2.9415383956152477,3.051135026631993,2.9732900429207985
ENSG00000185641,2.9513110441256023,2.7704351028600565,2.9458848767833326,3.34990143642046,3.125266750803049,3.1520679205457416,3.0380856566550207,2.99700511287013,2.7470309561500894,3.155742923841112,2.74866906453149,3.0353938340617344,3.158381308575481
ENSG00000108602,1.125127215985958,0.9149129498848553,0.9172067097445066,0.7924438980735731,0.5006118575280543,0.2551894524726437,1.003353929942884,0.7212343771767209,0.9415235651800659,0.9574454907448621,0.8455493091481976,0.6883650555671055,1.1659799312188501
ENSG00000167526,3.054549504457584,3.180009912578878,2.984602437172058,3.056224986580718,3.0040498700455274,2.9456897629806336,3.0585716277927957,3.2029772884870593,3.278783010268672,2.9599693657422064,3.242250632532006,2.986626595620599,3.158381308575481
ENSG00000189159,2.744977330018373,3.115754311962855,2.6224540728668497,2.616831646223609,2.971302036390089,3.188684211030504,3.45510457703699,3.272124504625924,3.4415425904847914,2.694849258026107,2.868791220689736,2.7210699427814067,3.100409070506912
ENSG00000087086,1.8005386372474168,1.8063683902457306,2.049022213805172,1.9941745167476825,2.0976539322904615,1.9189972972927762,2.309453831212128,2.0404600276228955,2.6035099057532824,1.8651823925452584,2.0342198732465473,1.7837765086213297,2.412488600473205
ENSG00000158710,3.14812010149128,2.9263491519010416,2.5069276034413663,2.5716865254970953,2.769069933789831,2.580948172510918,2.8061882907403612,2.7373025831192646,2.9572679859105775,2.580084527179948,2.4539366213874554,2.7636033957577584,2.593070954049206
ENSG00000089157,3.197903663618662,3.1419540526407754,2.6224540728668497,3.176676627062117,3.233365877996701,3.2468808240831892,3.226200805815325,3.0650142434610053,3.196968414084671,3.1693272838354574,3.16113518340774,3.0031480051672945,3.0803133042792856
ENSG00000161970,3.1090853738694317,3.2973212360843536,2.7740195691933027,3.2378135578940235,3.2954373223452595,3.1010624099602913,3.1551426452741778,3.1286911967436826,3.2982319520185785,3.141971484743954,3.0093504097693695,3.1548873191715963,3.2651238072326954
ENSG00000197958,3.14812010149128,3.204598997658998,2.984602437172058,3.176676627062117,3.0815140923997784,3.2123708036038834,3.0380856566550207,3.1885549946972427,3.317309837609919,3.0398646532680558,3.0093504097693695,2.9698276371823766,3.0174830441749068
ENSG00000109971,3.221895870564856,2.97334954724195,2.984602437172058,3.1511354227277844,2.9024021346432187,3.0745496872140334,3.1176257725304803,3.159070988135442,3.1754243532599418,3.084907033788735,3.2678900386788565,3.0353938340617344,3.059805401885426
ENSG00000198431,2.13188519661947,2.3300698122298296,2.303958745360785,2.66002641690654,2.461343794250947,2.243946745433073,2.5384509643215534,2.563332783431971,2.8117401358578245,2.5043197970686464,1.943286174321888,2.358439102923702,2.451308227429758
ENSG00000154582,3.2906007434205766,3.4973054073250993,3.36011088635429,3.317574204953684,3.342461554941309,3.4599331389358015,3.427446264094551,3.4436125819222307,3.372452319731047,3.342351693639066,3.292888465765675,3.1826557359114025,3.5173250302026733
ENSG00000131469,2.935652548433316,3.3192180831885776,2.8198333733461753,3.070347699916491,3.1807762814228493,3.2581244901428543,3.1365601380526233,3.0650142434610053,3.317309837609919,3.008668272382829,2.9760191012490176,3.2359811588083063,3.059805401885426
ENSG00000164032,3.197903663618662,3.2635498341249214,3.306523720236543,3.0273667443330994,3.066493878568555,3.176627141822795,3.3395620719248647,3.258672285781302,3.2982319520185785,3.155742923841112,3.2159365099761072,3.1548873191715963,2.950438904431433
ENSG00000105372,3.0404378123394995,3.0612010338394366,2.8198333733461753,3.0842737366048203,3.0040498700455274,3.139558359729112,3.226200805815325,3.097359478792524,3.107858931243811,2.8548217519374304,3.1889111979009366,2.9527416450062773,2.995630651354313
ENSG00000173812,2.9197449586443605,2.988537943892601,2.9056076788892424,2.9976508935818873,2.937445367737033,2.9302906052810775,2.9516679263095917,3.014445904597582,2.983994467998088,2.908776925251064,2.9058261812672916,3.1407084966861407,2.827625718170122
ENSG00000186468,3.14812010149128,3.0327661984684884,2.5069276034413663,2.8860865021353748,2.884408983024181,2.9302906052810775,3.0786463349647812,2.96118357354665,2.929807537759658,2.9764672521070947,2.868791220689736,3.0194008881689447,2.995630651354313
ENSG00000149273,3.0404378123394995,2.988537943892601,2.9458848767833326,2.8860865021353748,2.884408983024181,2.9757944296976437,3.1365601380526233,3.1131480423179405,3.1754243532599418,2.627582247514544,3.1889111979009366,2.899658984471011,2.9732900429207985
ENSG00000119705,2.9197449586443605,2.7890088431042375,2.675569635477776,2.8690819212763228,3.0200302159305794,2.8987620929131417,2.9516679263095917,2.824621292497561,3.196968414084671,2.908776925251064,3.103155660693246,2.8626375306542107,3.038868104067367
ENSG00000106366,1.9798734093987327,1.9439413074674305,1.1797118194452543,0.9206750506597409,1.588904981496491,0.8975280590011101,1.8216810185251393,1.0158166927187677,1.8266356568565487,0.8259399851384969,1.732080111439699,1.532919970315405,1.5117160613129583
ENSG00000106153,3.2336795109506355,3.2635498341249214,3.1898798928041554,3.3284664791049767,3.342461554941309,3.188684211030504,3.0786463349647812,3.487653988769402,3.35440724914545,3.3647954961928472,3.072854535637623,3.248879753583164,3.3615632815534764
ENSG00000005022,3.245325912756243,3.0327661984684884,3.126024274179163,3.2612587895552254,3.233365877996701,3.2240069735708663,3.259921943519341,3.272124504625924,3.4415425904847914,3.1959546264749363,3.1889111979009366,3.2096738553438056,2.995630651354313
ENSG00000229344,3.365210999649731,3.2520344088028508,2.8198333733461753,3.3065619814459613,3.3192258229859837,3.200597637511231,3.226200805815325,3.3367980577949767,3.2180581002247695,3.1827295794590817,3.3643395974862575,3.4029775212117954,3.139428209745287
ENSG00000142864,3.2568382359224763,3.0888496342996827,3.092499296769928,3.2612587895552254,3.233365877996701,3.333477615202958,3.427446264094551,3.3367980577949767,3.317309837609919,3.3536365591285824,3.4935385124059306,3.2866063638574197,3.248106001358746
ENSG00000132475,3.0404378123394995,2.8600349418162354,3.2203409870036714,2.9354312334490333,3.0963120338689114,3.2692431405083866,3.0585716277927957,3.1286911967436826,3.2387121824417537,3.113846247995426,3.1325655663385645,3.0818930076693496,3.0174830441749068
ENSG00000115310,3.122266977882844,2.9579269007463145,2.9056076788892424,2.7794307992128187,2.433234844335313,2.8152967825960467,2.973982510845168,2.824621292497561,2.779908864452494,2.8361697840037556,3.1325655663385645,2.899658984471011,2.9031078009639892
ENSG00000136238,2.601478015372653,2.2700656117557756,2.303958745360785,2.95135282959799,2.541219756184696,2.849523316843982,2.8319525534549435,2.6664150851767108,2.71303523555339,2.393449677138221,2.6121221690725553,2.7425627890534443,2.878574760164208
ENSG00000130726,2.9513110441256023,2.8937416429733607,2.8636398982712126,2.7604941030179084,2.884408983024181,2.6853401273458934,3.0983259662941856,2.641623479726876,2.983994467998088,2.7578752035584846,2.6121221690725553,3.1117330975851716,3.059805401885426
ENSG00000108953,3.1608002638819226,3.1548009296526702,3.2203409870036714,3.272778446578706,3.0357592019142183,2.990513586693754,3.3990011558651987,3.048440642775396,3.336030560756962,2.8548217519374304,3.2159365099761072,3.2229140138584995,3.195242737378209
ENSG00000136938,2.7638942158723,3.0888496342996827,3.306523720236543,3.056224986580718,3.0040498700455274,3.0878939115722583,2.8815713193954786,2.824621292497561,3.1308917125524682,2.9764672521070947,3.2678900386788565,2.82419262159205,2.853424679688444
ENSG00000155506,3.011602580195704,3.0888496342996827,2.675569635477776,2.66002641690654,2.789240773090167,3.1644229237082886,3.2089040047532196,2.845309559705529,3.1754243532599418,2.7578752035584846,3.0093504097693695,2.7636033957577584,3.038868104067367
ENSG00000218227,3.011602580195704,3.1923800311031436,2.443740581876288,3.1381159481405287,3.0040498700455274,3.1140597504498424,3.0983259662941856,3.1885549946972427,3.0842831085952045,3.113846247995426,3.1889111979009366,2.899658984471011,2.950438904431433
ENSG00000262902,2.9667281266411933,3.0182397159242282,2.8198333733461753,3.1511354227277844,3.0963120338689114,2.9757944296976437,3.1176257725304803,2.9792547324682395,3.1754243532599418,3.008668272382829,3.072854535637623,2.917668111740643,3.230793568631982
ENSG00000111716,3.434638980021397,3.180009912578878,3.4109719339789675,2.798015551282359,3.220475480348595,3.0878939115722583,3.3990011558651987,3.097359478792524,3.35440724914545,3.0994813220041806,3.16113518340774,3.0666322691641046,3.230793568631982
ENSG00000108821,1.125127215985958,1.2221543144585738,1.5593496778625877,1.1363507512358095,0.9648240648746302,0.4583182771506213,1.150340221125571,0.5333581379636471,1.7390009033819023,0.49592314368764184,0.8455493091481976,0.6883650555671055,1.0178550611104666
ENSG00000132341,3.0261241264936527,3.180009912578878,3.126024274179163,3.2841669109641747,3.1108941856294763,2.960855378431231,3.369723174486745,3.1739216508110313,3.0353954882059933,3.0551053194005537,3.3172771823234894,3.0353938340617344,3.038868104067367
ENSG00000188846,2.9667281266411933,3.0751208866645143,2.7260056620491335,2.7604941030179084,2.661620318601442,2.960855378431231,3.1176257725304803,3.014445904597582,3.0601380185832467,2.737304779871814,2.868791220689736,2.935358639584429,3.0174830441749068
ENSG00000225630,3.2336795109506355,3.3192180831885776,3.2499015660510517,3.0980084994333645,3.220475480348595,3.0193174627837394,2.7797426365560356,2.99700511287013,2.9572679859105775,3.084907033788735,3.16113518340774,3.0818930076693496,2.950438904431433
ENSG00000026508,2.2942398221715004,2.064856497291994,1.947218432174188,2.422561015629579,2.433234844335313,2.243946745433073,2.3514492864544345,2.3184990833745385,1.7390009033819023,1.8651823925452584,2.6121221690725553,2.2250366034351297,2.372100934538747
ENSG00000163466,2.623282282266452,2.7322194898685526,2.8198333733461753,2.66002641690654,2.9200772468595333,2.8325564745289613,3.1913027505751574,2.7373025831192646,3.0100251998614382,3.008668272382829,2.7903337728849547,2.784210402863724,2.950438904431433
ENSG00000114391,2.935652548433316,2.97334954724195,2.443740581876288,2.98245513429453,3.0963120338689114,2.849523316843982,3.0171712176250614,2.9240310251436865,3.0100251998614382,3.0701171902591318,2.9760191012490176,3.2229140138584995,2.827625718170122
ENSG00000197061,2.706034935182693,2.8600349418162354,2.8636398982712126,3.0842737366048203,2.7274650383022254,2.6448814530778506,3.1913027505751574,2.590116535773875,2.71303523555339,2.8171632972148224,2.9415383956152477,2.784210402863724,2.488677035812789
ENSG00000131747,3.0821891632331937,2.7322194898685526,2.3762900480414544,2.721509726162261,2.828401424527329,2.797733953994658,2.8319525534549435,2.8655784833518188,3.0601380185832467,2.8731321845490916,3.16113518340774,2.6536724656594326,2.827625718170122
ENSG00000166598,2.870445078995151,2.9101782977544075,2.8198333733461753,2.7014323991002818,2.9200772468595333,2.7242253507570835,2.752578567797237,2.9792547324682395,2.901571669922883,2.6505110386333426,2.868791220689736,2.935358639584429,2.950438904431433
ENSG00000153187,3.054549504457584,2.8937416429733607,2.9056076788892424,2.6386622369630524,2.884408983024181,2.7242253507570835,3.1176257725304803,2.8854447261282035,2.901571669922883,2.7578752035584846,2.7051926506149173,2.784210402863724,2.827625718170122
ENSG00000174444,3.054549504457584,2.9263491519010416,2.5069276034413663,2.74119187526628,2.7274650383022254,2.8826170600385943,3.0585716277927957,2.8655784833518188,3.0353954882059933,2.8361697840037556,2.9760191012490176,2.8626375306542107,2.593070954049206
ENSG00000166441,2.7638942158723,2.712549691053799,2.56635820688419,2.7604941030179084,2.769069933789831,2.779857149932886,2.9516679263095917,2.7373025831192646,2.8117401358578245,2.604115365022069,2.7051926506149173,2.7210699427814067,2.3300132025472178
ENSG00000161011,2.166533415171936,1.7559570316219733,1.5593496778625877,1.7107219549169996,1.9238943204692898,1.7820464717602986,1.6711979182348193,1.5842348288786967,1.4177371591616834,1.2720201853206812,1.732080111439699,1.9376981648133782,1.4092030443440948
ENSG00000242071,2.8871498860943094,2.7890088431042375,1.3874392024216788,2.3674644719919975,2.9024021346432187,3.1010624099602913,3.0380856566550207,2.942779828404452,3.1308917125524682,2.5554619592236025,3.0416064847720374,2.935358639584429,3.0174830441749068
ENSG00000187109,2.9819111270210326,2.7890088431042375,2.9056076788892424,3.0273667443330994,2.661620318601442,2.7242253507570835,2.7797426365560356,2.803495962908499,3.0353954882059933,2.891113364935488,2.9760191012490176,2.917668111740643,2.7739408606177527
ENSG00000008394,3.011602580195704,2.8251523482948606,2.5069276034413663,2.6386622369630524,2.789240773090167,2.7049717347197015,2.973982510845168,2.781914704807594,3.2982319520185785,2.5554619592236025,3.0416064847720374,2.7636033957577584,3.038868104067367
ENSG00000135506,3.221895870564856,3.216670461587777,3.333676208402303,3.1639875668184207,3.283327440793719,3.2581244901428543,3.508226913135023,3.1739216508110313,3.372452319731047,3.024388109665253,3.1889111979009366,3.456449670526537,3.120108939707846
ENSG00000138668,2.706034935182693,2.712549691053799,2.8198333733461753,2.9670248962424384,2.809012781138686,2.4888017836255716,2.752578567797237,2.7598574035108325,3.0842831085952045,2.737304779871814,2.6597397835932215,2.8435998161256606,2.687589585885237
ENSG00000102317,2.623282282266452,2.3300698122298296,2.7740195691933027,2.7014323991002818,2.5911325565940992,2.387294579470322,3.0983259662941856,2.824621292497561,2.5232044791625534,3.155742923841112,2.6121221690725553,3.0818930076693496,3.139428209745287
ENSG00000165119,2.8534564738119985,2.8937416429733607,2.9458848767833326,2.9976508935818873,2.866086136593398,2.8826170600385943,3.0380856566550207,2.535811872549662,2.7470309561500894,2.7780309996541797,2.74866906453149,2.7636033957577584,2.7459774913169404
ENSG00000243859,2.8361742607509437,3.180009912578878,2.7260056620491335,3.041899961613058,3.153406630171502,3.005019229063561,3.0786463349647812,3.081317632207388,3.2180581002247695,3.1959546264749363,3.16113518340774,3.0969243523687617,2.9732900429207985
ENSG00000117450,2.744977330018373,3.10239245311238,2.3762900480414544,2.7794307992128187,2.70599494256096,2.602716602315934,2.973982510845168,2.7373025831192646,2.641366975548028,2.8171632972148224,2.7903337728849547,2.6536724656594326,2.9031078009639892
ENSG00000219928,2.8006871468137056,2.8427457367611098,2.3762900480414544,2.7604941030179084,2.9545169794721606,2.7242253507570835,3.0983259662941856,2.9049239769000628,3.0100251998614382,2.6505110386333426,3.0416064847720374,2.9698276371823766,2.7739408606177527
ENSG00000150687,2.782459886770203,2.9422626654230575,2.5069276034413663,2.3953921494655783,2.937445367737033,2.7242253507570835,2.9054869791678484,2.845309559705529,2.983994467998088,2.7780309996541797,2.9058261812672916,2.447973917756614,2.6570653532702146
ENSG00000104904,2.7256956843880458,2.465997068683663,2.22598483706381,2.4999010008205125,2.7274650383022254,2.602716602315934,2.8815713193954786,2.6906069065596925,2.7470309561500894,2.3014030901326827,2.332609671946015,2.419010646266724,2.7172096215196877
ENSG00000119335,2.685979875523026,2.7515098393912547,2.7260056620491335,2.9354312334490333,2.9024021346432187,2.9757944296976437,3.0786463349647812,2.7373025831192646,3.0842831085952045,2.7578752035584846,3.16113518340774,2.784210402863724,2.80114350413161
ENSG00000100345,3.0404378123394995,2.8427457367611098,2.5069276034413663,2.7794307992128187,2.7484838413584374,2.535935972401916,3.0380856566550207,3.014445904597582,2.9572679859105775,2.7780309996541797,3.103155660693246,2.676646719185408,2.7459774913169404
ENSG00000170421,3.1608002638819226,3.0327661984684884,2.675569635477776,2.7794307992128187,2.6840537487955904,3.1520679205457416,2.9288440140377667,3.1885549946972427,3.0601380185832467,2.8548217519374304,3.16113518340774,3.0353938340617344,2.927053355732266
ENSG00000075415,2.685979875523026,2.7704351028600565,2.7260056620491335,3.0980084994333645,2.6386720581217435,2.914650599837459,2.973982510845168,2.845309559705529,2.389184996784349,2.908776925251064,2.74866906453149,2.7636033957577584,2.7459774913169404
ENSG00000110958,2.8361742607509437,2.58563959355878,2.8636398982712126,2.4999010008205125,2.789240773090167,2.6853401273458934,2.7797426365560356,2.7598574035108325,2.929807537759658,2.9764672521070947,3.0093504097693695,2.447973917756614,2.950438904431433
ENSG00000213585,2.935652548433316,2.9422626654230575,3.2203409870036714,2.9192520330759186,2.9024021346432187,3.0193174627837394,3.0171712176250614,2.8655784833518188,2.8117401358578245,2.8361697840037556,2.83033174590855,2.530146879684567,2.878574760164208
ENSG00000110321,2.8006871468137056,2.712549691053799,2.675569635477776,2.74119187526628,2.6386720581217435,2.387294579470322,2.9958100041656404,2.781914704807594,2.983994467998088,2.891113364935488,2.4539366213874554,2.530146879684567,2.5594694808815084
ENSG00000181163,2.9968670473597077,3.0327661984684884,2.303958745360785,3.0126191938697935,2.9200772468595333,2.580948172510918,2.973982510845168,2.803495962908499,3.0601380185832467,2.7780309996541797,2.9058261812672916,2.82419262159205,2.9732900429207985
ENSG00000117523,3.0261241264936527,3.0182397159242282,3.092499296769928,2.8690819212763228,3.0200302159305794,2.849523316843982,3.1733861331727025,2.96118357354665,2.901571669922883,2.8731321845490916,2.7903337728849547,2.881319571284929,2.5594694808815084
ENSG00000169100,2.6446212505595708,2.58563959355878,2.56635820688419,2.4999010008205125,2.461343794250947,2.6448814530778506,3.0380856566550207,2.7142272808561216,2.929807537759658,2.234967018941043,2.7051926506149173,2.80440132114647,2.5246995738640385
ENSG00000008018,2.6446212505595708,2.1021172436970517,2.443740581876288,2.5483259438454295,2.4886841852663344,2.180311846641641,2.6663569225350594,2.4174646861946107,2.564163096133568,2.5554619592236025,2.332609671946015,2.5561028800427184,2.80114350413161
ENSG00000270906,3.095727691594161,2.97334954724195,2.303958745360785,2.98245513429453,3.0357592019142183,2.8826170600385943,2.857069657601491,3.097359478792524,2.71303523555339,3.209007052065561,2.9415383956152477,3.1826557359114025,2.853424679688444
ENSG00000167642,2.8534564738119985,3.0327661984684884,3.092499296769928,3.189206690469755,3.3074023075931374,2.7616549397016033,3.324133381347868,2.9240310251436865,3.5216901790682047,3.0551053194005537,3.2159365099761072,3.274188302134795,3.038868104067367
ENSG00000130402,2.6446212505595708,2.7515098393912547,2.9056076788892424,2.9354312334490333,2.9200772468595333,2.9757944296976437,2.695931228049864,2.7373025831192646,3.0601380185832467,2.580084527179948,3.0416064847720374,2.3891834184862977,2.7459774913169404
ENSG00000221983,2.4596122134479117,2.515584580233269,2.5069276034413663,2.3953921494655783,2.4886841852663344,2.665315389298337,2.857069657601491,2.3855521425628154,2.71303523555339,2.5302177826161296,2.194503286002198,2.3891834184862977,2.5594694808815084
ENSG00000176340,2.3803406329829695,2.8427457367611098,2.22598483706381,2.449011216782616,2.5911325565940992,2.6240212455661163,3.0171712176250614,2.4174646861946107,2.4358825271676094,2.5043197970686464,2.83033174590855,2.676646719185408,2.950438904431433
ENSG00000108424,2.870445078995151,2.9263491519010416,2.7260056620491335,2.66002641690654,2.866086136593398,2.580948172510918,3.0786463349647812,2.9049239769000628,3.0842831085952045,2.926133891906244,2.7051926506149173,2.3891834184862977,3.176981858978544
ENSG00000206503,1.8005386372474168,1.702868827594276,1.1797118194452543,1.5317711737406094,1.588904981496491,1.6790743939249195,1.8216810185251393,1.5842348288786967,1.8266356568565487,0.6744841194280187,1.8432488097967388,1.7837765086213297,1.5117160613129583
ENSG00000099783,2.6446212505595708,2.7704351028600565,2.9458848767833326,2.66002641690654,2.6386720581217435,2.8987620929131417,2.973982510845168,2.616201591758859,3.0842831085952045,2.694849258026107,2.9415383956152477,2.6536724656594326,2.488677035812789
ENSG00000122565,2.7256956843880458,2.7704351028600565,2.443740581876288,2.6386622369630524,2.70599494256096,2.602716602315934,2.72465595944146,2.6906069065596925,2.779908864452494,2.393449677138221,2.868791220689736,2.5561028800427184,2.625579976724259
ENSG00000156508,2.8006871468137056,2.58563959355878,2.1414128996313955,2.798015551282359,2.5911325565940992,2.866207081674417,2.6358812525486184,2.616201591758859,2.8117401358578245,2.7578752035584846,2.74866906453149,2.7425627890534443,2.7172096215196877
ENSG00000044574,2.7256956843880458,2.672009898488569,2.5069276034413663,2.6386622369630524,2.7484838413584374,2.914650599837459,2.8061882907403612,2.7373025831192646,3.1534059069360643,2.604115365022069,2.562123253042189,2.80440132114647,2.7459774913169404
ENSG00000147889,3.054549504457584,3.0888496342996827,3.2499015660510517,3.0842737366048203,3.153406630171502,2.914650599837459,3.508226913135023,3.1286911967436826,3.4743763969640655,2.9764672521070947,3.3172771823234894,3.274188302134795,2.927053355732266
ENSG00000198668,2.3803406329829695,2.5394857203810135,2.56635820688419,2.7794307992128187,2.4886841852663344,2.7242253507570835,2.5037440563004294,2.590116535773875,2.5232044791625534,2.422340729530659,2.562123253042189,2.7636033957577584,2.5594694808815084
ENSG00000234851,2.3803406329829695,2.8770303033851587,2.6224540728668497,2.6809436996161873,2.6386720581217435,2.6240212455661163,2.695931228049864,2.616201591758859,2.677843010628103,2.6729258629162116,2.509492267680992,2.7636033957577584,2.6570653532702146
ENSG00000126777,2.6655143647861603,2.712549691053799,2.3762900480414544,2.5945138244697077,2.343831661134702,2.4136535814465607,2.6663569225350594,2.3855521425628154,2.641366975548028,2.627582247514544,2.194503286002198,2.5034991715362125,2.451308227429758
ENSG00000171863,3.095727691594161,2.607941537041605,2.303958745360785,2.95135282959799,2.828401424527329,2.665315389298337,2.6663569225350594,2.8655784833518188,3.0842831085952045,2.908776925251064,2.9415383956152477,2.8626375306542107,2.687589585885237
ENSG00000144713,2.7638942158723,2.8600349418162354,2.22598483706381,2.6386622369630524,2.809012781138686,2.4136535814465607,2.8061882907403612,2.535811872549662,2.9572679859105775,2.627582247514544,2.74866906453149,2.784210402863724,2.412488600473205
ENSG00000170515,3.0684648246480064,2.8770303033851587,2.7260056620491335,2.6386622369630524,2.9545169794721606,2.797733953994658,3.1551426452741778,2.96118357354665,2.779908864452494,2.8361697840037556,2.868791220689736,2.676646719185408,2.7739408606177527
ENSG00000063177,2.533058745809741,2.651106564273497,2.303958745360785,2.7794307992128187,3.0815140923997784,2.6448814530778506,2.857069657601491,2.7142272808561216,2.5232044791625534,2.234967018941043,3.0093504097693695,2.447973917756614,2.7739408606177527
ENSG00000169564,2.200021228456535,2.491098158135223,2.7740195691933027,2.721509726162261,2.769069933789831,2.4888017836255716,3.226200805815325,2.8854447261282035,3.1308917125524682,2.580084527179948,2.9058261812672916,2.676646719185408,2.625579976724259
ENSG00000124172,2.6655143647861603,2.8600349418162354,2.5069276034413663,2.9192520330759186,2.661620318601442,2.960855378431231,2.8061882907403612,2.7142272808561216,2.779908864452494,2.7163023109465234,2.4539366213874554,2.784210402863724,2.488677035812789
ENSG00000196531,2.623282282266452,2.672009898488569,2.9056076788892424,2.9192520330759186,2.515296929334675,2.9302906052810775,3.0380856566550207,2.9049239769000628,3.0601380185832467,2.694849258026107,2.83033174590855,2.917668111740643,2.488677035812789
ENSG00000009307,3.054549504457584,2.8937416429733607,3.092499296769928,2.9192520330759186,2.809012781138686,2.8826170600385943,2.9288440140377667,2.824621292497561,3.1308917125524682,2.5043197970686464,3.1325655663385645,2.8435998161256606,2.927053355732266
ENSG00000237973,2.8361742607509437,2.8251523482948606,2.5069276034413663,2.74119187526628,2.769069933789831,2.7049717347197015,2.7797426365560356,2.7373025831192646,2.779908864452494,2.926133891906244,2.9415383956152477,2.784210402863724,2.372100934538747
ENSG00000283429,2.6446212505595708,2.988537943892601,2.7740195691933027,2.8162612028590046,2.809012781138686,2.535935972401916,2.857069657601491,2.9049239769000628,3.0100251998614382,2.891113364935488,2.562123253042189,2.530146879684567,2.7739408606177527
ENSG00000125868,2.685979875523026,2.8600349418162354,2.22598483706381,2.7014323991002818,2.5911325565940992,2.6448814530778506,2.6044475427180047,2.3855521425628154,2.8725153145830737,2.627582247514544,2.395112047787219,2.6991049885520875,2.687589585885237
ENSG00000161016,2.903580221335027,2.9101782977544075,2.56635820688419,2.7604941030179084,2.809012781138686,2.6853401273458934,2.9516679263095917,2.803495962908499,2.7470309561500894,2.580084527179948,2.868791220689736,2.6301579595884625,2.625579976724259
ENSG00000006327,2.6655143647861603,2.607941537041605,2.6224540728668497,2.74119187526628,2.661620318601442,2.3602219269555587,2.752578567797237,2.641623479726876,2.4358825271676094,2.0465489914439448,2.332609671946015,2.151007941877523,2.451308227429758
ENSG00000235297,2.4846985672676674,2.491098158135223,2.675569635477776,2.6809436996161873,2.847421287247678,2.5586953133485437,3.0171712176250614,2.616201591758859,2.8725153145830737,2.8731321845490916,2.9415383956152477,2.7636033957577584,2.625579976724259
ENSG00000140416,2.9197449586443605,3.047084680232089,3.092499296769928,2.798015551282359,2.847421287247678,2.866207081674417,2.857069657601491,2.8854447261282035,2.901571669922883,2.8548217519374304,2.395112047787219,2.6991049885520875,2.625579976724259
ENSG00000196924,2.7256956843880458,2.8251523482948606,2.675569635477776,2.6386622369630524,2.884408983024181,2.849523316843982,3.0786463349647812,2.641623479726876,2.677843010628103,2.450420473716831,3.103155660693246,2.6536724656594326,2.9732900429207985
ENSG00000172115,2.6655143647861603,2.629756935025604,2.5069276034413663,2.8162612028590046,2.866086136593398,2.779857149932886,2.8061882907403612,2.781914704807594,2.983994467998088,2.737304779871814,2.6597397835932215,2.6301579595884625,2.80114350413161
ENSG00000143761,2.685979875523026,2.6924852150526224,2.1414128996313955,2.3387343760135995,2.5664875350247596,2.512646556280003,2.6663569225350594,2.4174646861946107,2.4358825271676094,2.004197054157182,2.1175694944688788,2.5034991715362125,2.593070954049206
